k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44,Phi51,Phi52,Phi53,Phi54,Phi61,Phi62,Phi63,Phi64,Phi71,Phi72,Phi73,Phi74,Phi81,Phi82,Phi83,Phi84,Phi91,Phi92,Phi93,Phi94
1,0.70429,1,1,1,1,1,1,1,1,51.689,271.31,445.68,597.58,669.4,890.36,941.58,1194.2,1267.4,-0.55298,0.29686,0.29358,-0.54613,-0.32718,-0.01853,0.060096,-0.32344,-0.20027,-0.46292,0.40572,0.22236,0.00029646,0.0014953,-0.0032948,-0.0013344,-0.090598,-0.38521,-0.45409,-0.11894,-0.0031835,-0.012294,-0.00056931,0.0017515,0.0034099,0.11247,-0.003436,0.016461,-0.0022168,-0.0078541,-0.0034279,0.00015884,-0.074097,-0.44968,-0.48208,-0.092686
1,1.3045,1,1,1,1,1,1,1,1,51.973,285.03,473.37,623.25,705.09,942.63,978.55,1253.9,1295.1,0.54524,-0.2948,-0.29682,0.54893,0.31838,-0.063082,-0.01385,0.32381,-0.22084,-0.40602,0.45146,0.2113,0.00060075,0.0014635,-0.00079103,-0.00062256,-0.12418,-0.46404,-0.41053,-0.10356,-0.0046432,-0.011926,-0.0021056,0.0026233,-0.016308,-0.004369,-0.070449,0.0028231,-0.0024562,-0.012018,-0.0066909,-0.00052611,0.071526,0.42122,0.49312,0.096565
1,0.71337,1,1,1,1,1,1,1,1,51.696,271.65,446.28,598.3,670.06,891.62,942.25,1195.4,1268,-0.55278,0.29681,0.29367,-0.5462,-0.32712,-0.016538,0.058966,-0.32342,0.20096,0.46194,-0.40671,-0.22207,0.00030182,0.0014908,-0.0031977,-0.0013052,-0.09136,-0.38697,-0.4533,-0.11863,0.0031956,0.01218,0.00052964,-0.0017842,0.0030264,0.11036,-0.0046828,0.016203,-0.0022192,-0.0079294,-0.0034872,0.00014587,-0.07401,-0.44934,-0.48251,-0.092796
1,1.5062,1,1,1,1,1,1,1,1,52.021,287.46,479.09,627.17,714.01,951.73,988.64,1267.2,1301.8,-0.54392,0.29444,0.29737,-0.5494,0.31544,-0.077856,-0.0054314,0.32401,0.22233,0.39118,-0.46087,-0.20955,-0.00063998,-0.0014075,0.00063442,0.00058502,-0.13021,-0.47902,-0.39949,-0.10006,-0.0051199,-0.013434,-0.0030819,0.0026015,-0.020972,-0.03591,-0.088177,-0.00069258,-0.0025259,-0.012624,-0.0069817,-0.00057015,-0.071551,-0.41107,-0.49348,-0.097223
1,1.0924,1,1,1,1,1,1,1,1,51.905,281.64,465.82,617.49,694.23,929.73,966.88,1236.6,1287,-0.54709,0.2953,0.29605,-0.54827,-0.32179,0.042668,0.025441,-0.32357,-0.21746,-0.42397,0.439,0.21385,0.00052909,0.0014971,-0.0011366,-0.00071297,0.11555,0.44331,0.42392,0.108,0.0040614,0.010764,0.0010095,-0.0025451,0.010476,-0.032462,0.049647,-0.0069989,0.0023545,0.010831,0.0058105,0.00035287,0.071855,0.43185,0.49162,0.095655
1,0.95316,1,1,1,1,1,1,1,1,51.846,278.73,459.72,612.25,686.13,918.54,958.49,1223.1,1280.9,-0.5487,0.29574,0.29538,-0.54769,-0.32408,0.02528,0.03529,-0.32343,-0.21352,-0.43712,0.42892,0.21614,-0.00045823,-0.0014943,0.0015721,0.00083281,0.10821,0.42603,0.43385,0.11145,-0.0036844,-0.010605,-0.00046631,0.0023843,-0.0060328,0.059031,-0.034499,0.010073,-0.0022932,-0.0098406,-0.0050228,-0.00018816,0.072357,0.43868,0.48963,0.094867
1,0.86138,1,1,1,1,1,1,1,1,51.797,276.4,455.07,607.84,680.31,909.57,952.59,1213.2,1276.4,-0.55002,0.29608,0.29483,-0.54721,-0.32548,0.011405,0.043143,-0.32337,0.20979,0.44636,-0.42124,-0.21805,0.00040061,0.001483,-0.002021,-0.00096003,-0.10246,-0.41265,-0.44094,-0.114,0.0034642,0.010897,0.00029752,-0.0022098,-0.0027938,0.077756,-0.023721,0.012277,-0.0022604,-0.0091306,-0.00445,-6.4839e-05,0.072854,0.44302,0.48764,0.094216
1,0.70914,1,1,1,1,1,1,1,1,51.693,271.49,446,597.97,669.75,891.04,941.94,1194.8,1267.7,0.55287,-0.29683,-0.29363,0.54617,-0.32715,-0.017461,0.059489,-0.32343,-0.20064,-0.4624,0.40625,0.2222,-0.0002993,-0.0014928,0.0032425,0.0013187,0.091007,0.38615,0.45366,0.11877,0.0031899,0.012232,0.0005477,-0.0017691,0.0032045,0.11134,-0.0041035,0.016323,-0.0022181,-0.0078944,-0.0034596,0.00015192,0.074051,0.4495,0.48232,0.092745
1,1.3451,1,1,1,1,1,1,1,1,51.984,285.57,474.62,624.14,706.99,944.67,980.66,1256.8,1296.5,0.54495,-0.29472,-0.29694,0.54904,0.31776,-0.066362,-0.011984,0.32385,-0.22125,-0.40286,0.45352,0.2109,0.00061049,0.0014534,-0.00075024,-0.00061244,-0.12554,-0.46738,-0.40818,-0.10281,0.004747,0.012216,0.0023159,-0.0026238,-0.01731,-0.010975,-0.074165,0.0020829,-0.0024738,-0.012187,-0.0067989,-0.0005456,-0.071508,-0.41918,-0.49326,-0.09671
1,1.0318,1,1,1,1,1,1,1,1,51.881,280.46,463.29,615.39,690.8,925.17,963.31,1230.9,1284.5,-0.54774,0.29548,0.29578,-0.54804,-0.32279,0.035571,0.029463,-0.32351,-0.21596,-0.42956,0.43483,0.21477,0.00050081,0.0014986,-0.0012977,-0.00075677,-0.11254,-0.4362,-0.42812,-0.10945,-0.0038934,-0.010616,-0.00074138,0.0024887,-0.008608,0.043772,-0.043217,0.0083004,-0.0023264,-0.010416,-0.0054828,-0.00028516,0.07204,0.43485,0.49088,0.095336
1,0.93711,1,1,1,1,1,1,1,1,51.838,278.35,458.95,611.54,685.14,917.07,957.48,1221.4,1280.2,-0.54891,0.29579,0.29529,-0.54761,-0.32433,0.023009,0.036576,-0.32342,0.21295,0.43871,-0.42764,-0.21645,-0.00044872,-0.0014926,0.0016393,0.00085166,0.10726,0.42381,0.43506,0.11188,-0.0036437,-0.010631,-0.00042336,0.0023581,-0.0054849,0.062233,-0.032663,0.010448,0.002287,0.009719,0.0049249,0.00016727,0.072433,0.43945,0.48933,0.094762
1,1.8772,1,1,1,1,1,1,1,1,52.085,290.71,487.06,632.12,727.52,963.43,1005.1,1286,1312.6,0.54218,-0.29396,-0.29809,0.55002,-0.3109,0.097624,-0.0058859,-0.32428,-0.22287,-0.36869,0.47385,0.20732,0.00067223,0.0012934,-0.0005121,-0.00056075,0.13757,0.49824,0.38265,0.094988,-0.0057281,-0.015975,-0.0042895,0.0025075,0.027762,0.086443,0.11664,0.0062625,-0.0024608,-0.012039,-0.0055951,-0.00024967,0.072143,0.39265,0.49254,0.098117
1,1.1436,1,1,1,1,1,1,1,1,51.923,282.56,467.82,619.08,697,933.24,969.81,1241.1,1289.1,-0.54658,0.29517,0.29626,-0.54845,0.32095,-0.048178,-0.022316,0.32363,-0.21851,-0.4194,0.4423,0.21315,-0.00055005,-0.0014927,0.0010267,0.00068357,-0.11789,-0.44887,-0.4205,-0.10685,0.0042049,0.010967,0.001261,-0.002579,0.011982,-0.023188,0.054902,-0.0059389,0.0023792,0.011159,0.0060649,0.00040448,-0.071734,-0.4293,-0.49212,-0.095902
1,0.93123,1,1,1,1,1,1,1,1,51.835,278.21,458.66,611.28,684.77,916.52,957.11,1220.8,1279.9,-0.54899,0.29581,0.29525,-0.54758,-0.32442,0.022162,0.037055,-0.32341,0.21273,0.43929,-0.42717,-0.21657,-0.00044517,-0.001492,0.001665,0.00085889,0.1069,0.42299,0.43551,0.11204,0.003629,0.010643,0.00040893,-0.0023481,-0.0052824,0.063413,-0.031985,0.010586,0.0022848,0.0096742,0.0048888,0.00015954,0.072462,0.43973,0.48921,0.094723
1,0.33589,1,1,1,1,1,1,1,1,51.096,248.53,413.78,540.55,637.6,818.63,906.76,1138.9,1228.1,-0.56892,0.30084,0.28678,-0.54006,-0.31144,-0.14698,0.13452,-0.32934,-0.14733,-0.49709,0.35168,0.24222,0.0011149,0.0054767,-0.012056,-0.00442,-0.049773,-0.2871,-0.48852,-0.13385,0.0033827,0.021307,0.0062809,0.00057035,0.022552,0.21628,0.061147,0.030178,0.0018906,0.0044645,0.0015908,-0.00046,0.06036,0.34051,0.32575,0.060829
1,1.7118,1,1,1,1,1,1,1,1,52.06,289.42,483.84,630.18,721.91,958.83,998.06,1278.4,1308,0.54288,-0.29415,-0.2978,0.54978,-0.31279,0.089739,-0.0013631,-0.32417,0.22286,0.37803,-0.46863,-0.2082,0.00066224,0.0013436,-0.00055167,-0.00056767,0.13476,0.49075,0.38968,0.097069,-0.0054971,-0.014928,-0.0038462,0.0025494,0.024986,0.064997,0.10453,0.0039036,-0.0025285,-0.012584,-0.0065479,-0.00046169,0.07181,0.40081,0.49315,0.097758
1,1.2758,1,1,1,1,1,1,1,1,51.965,284.63,472.46,622.59,703.72,941.12,977.04,1251.7,1294,0.54546,-0.29486,-0.29673,0.54886,-0.31882,0.060663,0.015225,-0.32378,0.22052,0.40829,-0.44995,-0.21159,0.00059321,0.00147,-0.00082354,-0.00063075,0.12317,0.46158,0.41222,0.10411,0.0045679,0.011729,0.0019549,-0.0026209,0.01558,-0.00037088,0.06778,-0.0033557,0.0024432,0.011887,0.0066016,0.00050946,-0.071546,-0.42267,-0.493,-0.096457
1,0.82846,1,1,1,1,1,1,1,1,51.778,275.46,453.26,606.02,678.13,905.98,950.38,1209.4,1274.7,-0.55055,0.29623,0.2946,-0.54702,-0.32593,0.0058505,0.046286,-0.32336,0.20816,0.44976,-0.41825,-0.21883,0.00037841,0.0014792,-0.0022263,-0.0010191,-0.10019,-0.4074,-0.44359,-0.11497,-0.0033939,-0.011092,-0.00028856,0.0021316,-0.0015662,0.084733,-0.019678,0.013107,0.0022503,0.0088684,0.0042383,1.8716e-05,0.073071,0.44452,0.48674,0.093948
1,0.74695,1,1,1,1,1,1,1,1,51.722,272.86,448.43,600.8,672.49,896.13,944.7,1199.6,1270.1,0.55206,-0.29662,-0.29397,0.54646,-0.32686,-0.0094778,0.054965,-0.32338,0.20334,0.45836,-0.41026,-0.22103,0.00032304,0.0014803,-0.0028672,-0.0012068,-0.094094,-0.39329,-0.45039,-0.11752,-0.003245,-0.011794,-0.00041095,0.0018982,-0.0016359,-0.10267,0.0092076,-0.015266,0.0022278,0.0082065,0.0037069,-9.7728e-05,-0.073706,-0.44803,-0.48396,-0.093174
1,0.68256,1,1,1,1,1,1,1,1,51.67,270.46,444.22,595.79,667.78,887.25,939.94,1191.4,1266,0.55348,-0.29699,-0.29337,0.54594,-0.32728,-0.023454,0.062889,-0.32348,-0.19855,-0.46524,0.4033,0.22309,-0.00028453,-0.0015101,0.0035419,0.001409,-0.088732,-0.38089,-0.45601,-0.11968,-0.0031571,-0.012585,-0.00067807,0.0016697,-0.0043415,-0.11758,0.00040843,-0.01709,-0.0022111,-0.007673,-0.0032863,0.0001897,0.074311,0.45045,0.48097,0.092407
1,0.55832,1,1,1,1,1,1,1,1,51.539,264.74,434.95,582.99,658.01,866.93,929.91,1174.3,1256.6,-0.55704,0.2979,0.29187,-0.54462,-0.3266,-0.056485,0.081699,-0.32407,0.18608,0.47837,-0.38791,-0.22811,-0.00026761,-0.0017874,0.0054324,0.0019995,-0.07687,-0.35326,-0.46736,-0.12426,-0.003079,-0.014745,-0.0017261,0.0010983,0.010065,0.14863,0.01825,0.020994,0.0021679,0.0066121,0.0025007,-0.00035506,-0.075625,-0.4527,-0.47116,-0.090118
1,0.95939,1,1,1,1,1,1,1,1,51.849,278.88,460.02,612.52,686.51,919.1,958.88,1223.7,1281.2,-0.54862,0.29571,0.29541,-0.54772,-0.32398,0.026144,0.034801,-0.32344,-0.21374,-0.43651,0.42941,0.21603,0.00046184,0.0014949,-0.0015472,-0.00082584,0.10857,0.42688,0.43339,0.11129,-0.0037004,-0.010597,-0.0004843,0.002394,-0.0062431,0.057798,-0.035206,0.0099291,0.0022957,0.0098874,0.0050604,0.00019617,-0.072328,-0.43838,-0.48974,-0.094906
1,0.53192,1,1,1,1,1,1,1,1,51.504,263.28,432.76,579.56,655.81,862.01,927.58,1170.4,1254.3,-0.55798,0.29814,0.29147,-0.54427,0.32605,0.064782,-0.08645,0.32431,-0.18275,-0.48105,0.38426,0.2294,0.00028482,0.0019217,-0.005962,-0.0021715,-0.074069,-0.34667,-0.46984,-0.1253,0.0030807,0.015322,0.0020577,-0.00095071,-0.011378,-0.1557,-0.022573,-0.021906,0.0021537,0.0063782,0.0023438,-0.00038571,-0.075852,-0.45216,-0.46764,-0.089344
1,1.3667,1,1,1,1,1,1,1,1,51.989,285.84,475.27,624.59,707.98,945.71,981.76,1258.3,1297.2,-0.5448,0.29468,0.297,-0.54909,0.31744,-0.068037,-0.011029,0.32387,0.22144,0.40122,-0.45458,-0.2107,-0.00061525,-0.0014477,0.0007308,0.00060768,0.12623,0.46909,0.40696,0.10242,0.0048008,0.012375,0.0024255,-0.0026227,-0.01783,-0.014433,-0.07611,0.0016963,-0.0024825,-0.012267,-0.0068469,-0.00055391,-0.071504,-0.41809,-0.49332,-0.096785
1,0.79929,1,1,1,1,1,1,1,1,51.759,274.58,451.59,604.27,676.15,902.62,948.39,1206,1273.1,-0.55106,0.29636,0.29439,-0.54683,0.3263,-0.00063615,-0.049238,0.32336,-0.20658,-0.45282,0.41549,0.21957,-0.00035842,-0.0014771,0.0024322,0.0010789,-0.098094,-0.40254,-0.44599,-0.11586,0.0033362,0.011306,0.00030733,-0.0020548,-0.00044729,0.091042,-0.016009,0.013862,0.0022418,0.0086333,0.004049,-2.271e-05,-0.073282,-0.44581,-0.48585,-0.093691
1,1.1133,1,1,1,1,1,1,1,1,51.913,282.02,466.65,618.16,695.37,931.2,968.08,1238.4,1287.9,-0.54688,0.29525,0.29614,-0.54835,0.32144,-0.044971,-0.024135,0.3236,0.21791,0.42208,-0.44037,-0.21355,-0.00053797,-0.0014956,0.001089,0.0007002,0.11653,0.44563,0.4225,0.10752,-0.00412,-0.010839,-0.0011102,0.0025604,0.0111,-0.028641,0.051813,-0.0065614,0.0023645,0.010968,0.0059172,0.00037463,0.071802,0.43081,0.49184,0.095759
1,1.2869,1,1,1,1,1,1,1,1,51.968,284.78,472.81,622.84,704.25,941.71,977.63,1252.6,1294.4,0.54537,-0.29484,-0.29676,0.54889,0.31865,-0.061608,-0.014688,0.32379,0.22065,0.40741,-0.45054,-0.21148,-0.00059619,-0.0014675,0.00081058,0.00062748,-0.12356,-0.46254,-0.41156,-0.1039,-0.0045971,-0.011804,-0.0020133,0.0026221,-0.015863,-0.0014679,-0.068816,0.003149,-0.0024483,-0.011939,-0.0066373,-0.00051617,-0.071537,-0.42211,-0.49305,-0.096499
1,1.1949,1,1,1,1,1,1,1,1,51.94,283.41,469.7,620.54,699.69,936.49,972.67,1245.4,1291,-0.54612,0.29504,0.29645,-0.54862,-0.32011,0.053297,0.019411,-0.32369,0.2194,0.41498,-0.44541,-0.2125,-0.00056855,-0.0014856,0.00093594,0.00065968,-0.12006,-0.45407,-0.4172,-0.10575,0.0043479,0.011228,0.0015264,-0.0026021,0.013425,-0.014151,0.06001,-0.0049117,0.0024044,0.011464,0.0062954,0.00045036,-0.071641,-0.42673,-0.49253,-0.09613
1,0.5382,1,1,1,1,1,1,1,1,51.512,263.64,433.29,580.4,656.34,863.2,928.14,1171.4,1254.9,-0.55775,0.29808,0.29157,-0.54435,-0.3262,-0.062761,0.085292,-0.32425,0.18357,0.48042,-0.38514,-0.22909,-0.00027971,-0.0018861,0.0058313,0.0021288,-0.074745,-0.34826,-0.46925,-0.12505,-0.0030797,-0.015181,-0.0019749,0.00098677,0.011063,0.15401,0.021531,0.021686,0.0021573,0.0064342,0.0023806,-0.00037864,0.075804,0.45235,0.46856,0.089544
1,0.24802,1,1,1,1,1,1,1,1,50.735,238.58,403.46,510.52,627.83,795.69,893.48,1121.3,1205.4,0.5784,-0.30309,-0.2826,0.53624,-0.29183,-0.20083,0.16752,-0.33595,0.12326,0.49958,-0.33269,-0.25028,0.0025176,0.011046,-0.017088,-0.0067717,0.036575,0.25141,0.49635,0.13814,0.0037723,0.025427,0.0097375,0.0016352,-0.028732,-0.25139,-0.085225,-0.035464,-0.0015974,-0.0036891,-0.0022704,0.00021078,-0.04234,-0.23069,-0.2053,-0.037065
1,1.7793,1,1,1,1,1,1,1,1,52.071,289.97,485.22,631.02,724.27,960.81,1001,1281.6,1309.9,0.54258,-0.29407,-0.29793,0.54988,-0.312,0.093116,-0.0032988,-0.32422,0.2229,0.37409,-0.47086,-0.20782,-0.00066699,-0.0013228,0.00053349,0.00056434,0.13599,0.494,0.38672,0.096187,-0.0055985,-0.015375,-0.0040444,0.0025317,0.026165,0.073959,0.10959,0.0048897,-0.002509,-0.012416,-0.0062248,-0.00038871,0.071934,0.39746,0.49293,0.097911
1,0.98338,1,1,1,1,1,1,1,1,51.86,279.42,461.14,613.52,687.96,921.19,960.37,1226.2,1282.3,-0.54831,0.29563,0.29554,-0.54783,-0.32359,0.029393,0.032962,-0.32346,0.21453,0.43418,-0.43126,-0.21559,0.00047538,0.0014967,-0.0014565,-0.0008006,0.10994,0.43007,0.43161,0.11066,0.0037631,0.010583,0.00056022,-0.0024289,0.0070434,-0.053086,0.037902,-0.00938,0.0023055,0.010066,0.0052036,0.00022654,-0.072224,-0.43721,-0.49015,-0.095055
1,1.1574,1,1,1,1,1,1,1,1,51.928,282.79,468.34,619.49,697.74,934.14,970.59,1242.3,1289.6,-0.54646,0.29513,0.29631,-0.5485,-0.32072,0.049594,0.021512,-0.32365,-0.21877,-0.41819,0.44315,0.21297,-0.00055527,-0.001491,0.0010005,0.00067664,0.11849,0.45031,0.4196,0.10655,-0.0042436,-0.011032,-0.0013315,0.0025862,0.012377,-0.020729,0.056293,-0.0056589,-0.002386,-0.011244,-0.0061295,-0.00041744,-0.071706,-0.42861,-0.49224,-0.095965
1,1.191,1,1,1,1,1,1,1,1,51.939,283.34,469.56,620.43,699.49,936.25,972.46,1245.1,1290.9,-0.54615,0.29505,0.29644,-0.54861,-0.32017,0.052927,0.019621,-0.32368,-0.21934,-0.4153,0.44518,0.21255,0.00056725,0.0014862,-0.00094215,-0.0006613,0.11991,0.45369,0.41744,0.10583,0.0043373,0.011206,0.0015063,-0.0026007,0.01332,-0.014819,0.059633,-0.0049874,0.0024025,0.011442,0.0062791,0.00044714,-0.071647,-0.42692,-0.4925,-0.096113
1,0.57255,1,1,1,1,1,1,1,1,51.556,265.48,436.09,584.73,659.18,869.49,931.13,1176.3,1257.8,-0.55656,0.29778,0.29207,-0.5448,0.32683,0.05222,-0.079262,0.32396,0.18777,0.4769,-0.38982,-0.22746,0.0002625,0.00173,-0.0051679,-0.0019147,-0.078337,-0.3567,-0.46603,-0.12371,0.003081,0.014452,0.0015648,-0.0011737,0.0093724,0.1449,0.015979,0.020516,0.0021745,0.0067365,0.0025873,-0.00033766,0.075483,0.45276,0.47275,0.090473
1,1.0449,1,1,1,1,1,1,1,1,51.886,280.72,463.86,615.86,691.56,926.2,964.09,1232.2,1285,-0.54759,0.29544,0.29584,-0.54809,-0.32258,0.03717,0.028557,-0.32352,-0.21631,-0.42833,0.43576,0.21456,-0.00050729,-0.0014986,0.0012594,0.0007463,-0.11322,-0.43779,-0.42719,-0.10913,-0.0039295,-0.010639,-0.00079619,0.0025026,-0.0090221,0.041283,-0.044634,0.0080132,0.0023324,0.010508,0.0055562,0.00030043,-0.071996,-0.4342,-0.49105,-0.095408
1,0.3149,1,1,1,1,1,1,1,1,51.026,246.39,411.43,534.33,635.39,813.31,903.93,1135.1,1223.5,0.57077,-0.30129,-0.28597,0.53933,0.30793,0.15862,-0.14153,0.33052,0.14214,0.49809,-0.34746,-0.244,-0.0013499,-0.0064066,0.013046,0.0048432,-0.046767,-0.27926,-0.49046,-0.13485,0.0034563,0.022182,0.0069876,0.00079527,-0.023941,-0.22401,-0.066319,-0.031306,0.001834,0.004248,0.0016261,-0.00043223,-0.055094,-0.30828,-0.29042,-0.053876
1,0.48366,1,1,1,1,1,1,1,1,51.431,260.35,428.55,572.41,651.65,852.46,923.12,1163.2,1249.6,0.55995,-0.29864,-0.29064,0.54353,-0.32446,-0.081373,0.095993,-0.32492,0.17591,0.48575,-0.3772,-0.23199,-0.00035069,-0.0022905,0.0070746,0.0025432,0.068676,0.33386,0.47443,0.12727,0.0031038,0.016498,0.0027837,-0.00065209,0.013881,0.16916,0.030889,0.023668,0.0021195,0.0059387,0.0020736,-0.00043449,-0.075973,-0.44863,-0.45812,-0.087309
1,1.2132,1,1,1,1,1,1,1,1,51.946,283.69,470.35,621.02,700.62,937.59,973.67,1246.9,1291.7,0.54596,-0.295,-0.29652,0.54867,-0.31982,0.055038,0.018422,-0.32371,-0.21968,-0.41343,0.44647,0.21229,0.0005746,0.0014825,-0.00090749,-0.00065228,-0.1208,-0.45584,-0.41604,-0.10536,-0.0043985,-0.011333,-0.0016231,0.0026081,-0.013926,0.010979,-0.061801,0.0045525,0.0024133,0.011566,0.0063713,0.00046523,0.071614,0.42581,0.49265,0.096207
1,1.2997,1,1,1,1,1,1,1,1,51.971,284.96,473.22,623.14,704.87,942.39,978.3,1253.5,1294.9,0.54527,-0.29481,-0.2968,0.54892,-0.31845,0.062687,0.014074,-0.3238,-0.22079,-0.40639,0.45122,0.21135,-0.00059954,-0.0014646,0.00079619,0.00062386,-0.12401,-0.46364,-0.41081,-0.10365,0.0046308,0.011892,0.0020807,-0.0026231,-0.016188,-0.0035874,-0.070009,0.0029109,0.0024541,0.011997,0.0066768,0.00052351,-0.071529,-0.42146,-0.49311,-0.096547
1,0.9802,1,1,1,1,1,1,1,1,51.858,279.35,460.99,613.39,687.76,920.92,960.17,1225.9,1282.2,-0.54835,0.29564,0.29552,-0.54781,-0.32364,0.028969,0.033202,-0.32346,0.21443,0.43449,-0.43102,-0.21565,-0.00047362,-0.0014965,0.0014681,0.00080381,-0.10976,-0.42965,-0.43185,-0.11075,0.0037547,0.010584,0.00054956,-0.0024245,0.0069381,-0.053708,0.037547,-0.0094523,-0.0023042,-0.010042,-0.0051847,-0.00022255,0.072237,0.43737,0.4901,0.095036
1,1.3426,1,1,1,1,1,1,1,1,51.983,285.54,474.55,624.08,706.88,944.55,980.53,1256.6,1296.4,0.54496,-0.29473,-0.29693,0.54903,0.3178,-0.066169,-0.012093,0.32385,0.22122,0.40305,-0.4534,-0.21093,-0.00060994,-0.001454,0.00075253,0.000613,0.12546,0.46719,0.40832,0.10285,0.0047409,0.012199,0.0023034,-0.0026238,-0.017251,-0.010581,-0.073944,0.002127,-0.0024728,-0.012177,-0.006793,-0.00054457,0.071509,0.4193,0.49326,0.096702
1,1.057,1,1,1,1,1,1,1,1,51.891,280.96,464.37,616.29,692.24,927.12,964.8,1233.3,1285.5,-0.54746,0.2954,0.29589,-0.54814,0.32238,-0.038601,-0.027746,0.32354,0.21662,0.42721,-0.4366,-0.21438,0.00051303,0.0014985,-0.0012261,-0.00073723,0.11383,0.43922,0.42635,0.10884,0.0039627,0.010664,0.00084803,-0.0025144,0.0093961,-0.039027,0.045917,-0.0077532,0.0023379,0.010592,0.0056222,0.00031411,-0.071958,-0.43361,-0.49121,-0.095473
1,1.0046,1,1,1,1,1,1,1,1,51.869,279.89,462.1,614.36,689.22,922.98,961.67,1228.3,1283.3,-0.54806,0.29556,0.29564,-0.54792,-0.32324,0.032163,0.031393,-0.32348,-0.21519,-0.43214,0.43285,0.21522,0.00048685,0.0014979,-0.0013831,-0.00078028,-0.1111,-0.43281,-0.43007,-0.11012,-0.0038197,-0.010588,-0.00063542,0.0024569,-0.0077378,0.048969,-0.040254,0.0089019,-0.0023145,-0.010221,-0.0053278,-0.00025271,-0.072139,-0.43618,-0.49049,-0.095182
1,0.78183,1,1,1,1,1,1,1,1,51.747,274.02,450.56,603.17,674.95,900.52,947.17,1203.9,1272.1,-0.55138,0.29644,0.29425,-0.54671,0.3265,0.0026244,-0.051084,0.32336,0.20555,0.45466,-0.41379,-0.22004,-0.00034647,-0.0014769,0.0025674,0.0011184,0.096794,0.39953,0.44744,0.1164,-0.003304,-0.011454,-0.0003315,0.0020053,0.00023651,0.094875,-0.013773,0.014323,0.002237,0.0084917,0.0039351,-4.7669e-05,0.073417,0.44657,0.48526,0.093527
1,0.65321,1,1,1,1,1,1,1,1,51.643,269.26,442.17,593.19,665.56,882.85,937.69,1187.5,1264,0.55421,-0.29718,-0.29306,0.54567,-0.32734,-0.030467,0.066872,-0.32356,-0.19602,-0.46838,0.39991,0.22414,-0.00027114,-0.0015407,0.0039107,0.0015214,0.086117,0.37483,0.45863,0.12071,0.003127,0.013017,0.00085733,-0.0015513,-0.0056304,-0.12463,-0.00378,-0.017962,0.002203,0.0074268,0.0030963,-0.0002308,-0.074615,-0.45137,-0.47927,-0.091989
1,0.63493,1,1,1,1,1,1,1,1,51.625,268.46,440.85,591.45,664.15,879.98,936.25,1185,1262.7,-0.5547,0.2973,0.29286,-0.54549,0.32732,0.035064,-0.069485,0.32363,-0.19433,-0.47033,0.39772,0.22484,0.00026492,0.0015679,-0.0041626,-0.0015989,0.084432,0.37091,0.46028,0.12137,0.0031117,0.01331,0.00098896,-0.0014727,0.0064522,0.1291,0.0064524,0.01852,0.0021975,0.0072723,0.0029789,-0.00025596,-0.07481,-0.45186,-0.47807,-0.091701
1,1.0407,1,1,1,1,1,1,1,1,51.885,280.64,463.68,615.71,691.31,925.87,963.84,1231.8,1284.8,-0.54764,0.29545,0.29582,-0.54807,0.32265,-0.036657,-0.028848,0.32352,-0.2162,-0.42873,0.43546,0.21463,-0.00050521,-0.0014986,0.0012715,0.00074962,-0.113,-0.43728,-0.42749,-0.10923,0.0039178,0.010631,0.00077824,-0.0024982,-0.0088888,0.042086,-0.044177,0.0081057,-0.0023304,-0.010478,-0.0055326,-0.00029553,-0.07201,-0.43441,-0.491,-0.095385
1,1.6547,1,1,1,1,1,1,1,1,52.05,288.92,482.62,629.43,719.82,957.03,995.52,1275.5,1306.3,0.54314,-0.29423,-0.29769,0.54968,-0.31349,0.086698,0.00037792,-0.32413,-0.22278,-0.3815,0.46663,0.20854,0.00065737,0.0013614,-0.00056986,-0.00057122,-0.13363,-0.48779,-0.39227,-0.097851,-0.0054031,-0.014531,-0.0036589,0.0025646,-0.023938,-0.057202,-0.10015,-0.003045,-0.0025367,-0.012666,-0.0067498,-0.0005087,-0.071719,-0.40365,-0.4933,-0.09762
1,0.89112,1,1,1,1,1,1,1,1,51.814,277.2,456.64,609.37,682.24,912.63,954.54,1216.5,1277.9,-0.54956,0.29596,0.29502,-0.54738,-0.32504,0.016147,0.040459,-0.32338,0.21112,0.44332,-0.42383,-0.21739,0.00042009,0.001487,-0.0018573,-0.00091329,0.10441,0.41718,0.4386,0.11315,0.003532,0.010763,0.00033065,-0.0022731,0.0038722,-0.071575,0.02729,-0.011546,0.0022703,0.0093643,0.0046388,0.00010576,0.072676,0.44163,0.48836,0.094441
1,0.81763,1,1,1,1,1,1,1,1,51.771,275.14,452.65,605.38,677.4,904.75,949.65,1208.1,1274.1,0.55074,-0.29627,-0.29452,0.54695,0.32607,-0.0039473,-0.047363,0.32336,0.20759,0.45089,-0.41724,-0.2191,-0.000371,-0.0014782,0.0023,0.0010405,-0.099425,-0.40562,-0.44448,-0.1153,0.003372,0.011167,0.00029248,-0.0021039,-0.0011541,0.087062,-0.018325,0.013385,-0.0022471,-0.0087813,-0.0041682,-3.3829e-06,0.073147,0.445,0.48642,0.093855
