k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44,Phi51,Phi52,Phi53,Phi54,Phi61,Phi62,Phi63,Phi64,Phi71,Phi72,Phi73,Phi74,Phi81,Phi82,Phi83,Phi84,Phi91,Phi92,Phi93,Phi94
1,1,1,1,1,1.4682,1,1,1,1,54.015,286.63,469.59,616.72,700.66,947.24,983.22,1244.8,1302.4,0.5559,-0.30481,-0.29123,0.54689,0.33043,-0.013131,-0.020963,0.30706,0.20299,0.42772,-0.45419,-0.22232,-0.00022513,-0.0012136,0.00064857,0.00043614,-0.11121,-0.43892,-0.40275,-0.1006,0.0039406,0.011131,0.0015417,-0.001993,0.00096489,-0.086517,0.071875,-0.0024892,-0.0035886,-0.018732,-0.01058,-0.0011601,0.080023,0.46398,0.48776,0.099002
1,1,1,1,1,0.95369,1,1,1,1,51.571,278.89,460.92,613.82,687.45,919.16,958.77,1225.6,1280.6,-0.54706,0.29433,0.29619,-0.54802,-0.32237,0.033852,0.033254,-0.32563,0.21656,0.43299,-0.42979,-0.21439,0.00052198,0.0015413,-0.0014689,-0.00082293,0.1108,0.43128,0.43377,0.11145,0.0037815,0.010567,0.000488,-0.0024953,0.0084258,-0.045186,0.036146,-0.0097571,0.002174,0.0091259,0.0046842,0.00014126,0.0712,0.43309,0.49016,0.094563
1,1,1,1,1,1.4657,1,1,1,1,54.006,286.6,469.56,616.71,700.61,947.14,983.13,1244.8,1302.3,-0.55587,0.30477,0.29124,-0.54689,0.3304,-0.01321,-0.021004,0.30712,-0.20304,-0.42775,0.4541,0.22229,-0.0002261,-0.0012145,0.00065239,0.00043776,-0.11121,-0.43889,-0.40287,-0.10064,-0.00394,-0.011125,-0.0015396,0.001995,0.00099278,-0.086364,0.071724,-0.0025192,0.0035827,0.018696,0.010556,0.001156,-0.079988,-0.46386,-0.48779,-0.098989
1,1,1,1,1,0.82216,1,1,1,1,50.597,276.03,457.85,612.6,682.75,907.9,950.75,1218.3,1272.6,-0.54362,0.29029,0.29803,-0.54835,-0.31935,0.040936,0.038299,-0.33251,-0.22126,-0.43399,0.42134,0.2115,-0.00064801,-0.00169,0.0016476,0.00093328,-0.11064,-0.42826,-0.44414,-0.1152,0.0036708,0.010462,0.00015552,-0.0025964,-0.011051,0.03049,-0.025413,0.012038,-0.0017849,-0.0058691,-0.0028384,0.00017414,0.068237,0.42291,0.48846,0.092538
1,1,1,1,1,1.4072,1,1,1,1,53.799,285.91,468.77,616.47,699.4,944.8,980.77,1243.1,1300.3,0.55511,-0.30387,-0.29169,0.547,0.3297,-0.015139,-0.022016,0.30877,-0.20429,-0.42837,0.45185,0.22159,0.00025009,0.0012392,-0.00074395,-0.0004769,-0.11118,-0.43828,-0.4058,-0.10164,-0.0039259,-0.011004,-0.0014817,0.0020445,-0.0016737,0.08262,-0.06808,0.0032454,0.0034396,0.017815,0.0099827,0.0010563,-0.07915,-0.46089,-0.48844,-0.098656
1,1,1,1,1,0.90195,1,1,1,1,51.213,277.83,459.77,613.38,685.69,915.01,955.73,1222.9,1277.6,-0.54579,0.29284,0.29688,-0.54815,0.32125,-0.036529,-0.035102,0.32819,-0.21833,-0.43342,0.42661,0.21331,-0.00056784,-0.001595,0.0015438,0.00086626,0.11074,0.43016,0.43771,0.11286,-0.0037456,-0.010539,-0.00034655,0.0025405,0.0094129,-0.039669,0.032018,-0.010627,-0.0020193,-0.0078873,-0.0039741,-1.9694e-05,-0.07008,-0.42923,-0.48968,-0.093833
1,1,1,1,1,0.83512,1,1,1,1,50.703,276.34,458.17,612.74,683.25,909.12,951.59,1219.1,1273.4,-0.54399,0.29073,0.29783,-0.54832,0.31967,-0.040196,-0.037748,0.33177,0.22077,0.43391,-0.42223,-0.21181,-0.00063413,-0.0016735,0.001632,0.00092243,-0.11066,-0.42858,-0.44307,-0.11481,-0.0036849,-0.010479,-0.00018309,0.0025887,-0.010775,0.03204,-0.026506,0.011802,-0.0018223,-0.0062055,-0.0030259,0.00014219,-0.068546,-0.42397,-0.4887,-0.092764
1,1,1,1,1,0.80793,1,1,1,1,50.478,275.69,457.49,612.45,682.2,906.53,949.83,1217.4,1271.6,-0.54321,0.2898,0.29824,-0.54839,-0.31899,0.041761,0.038919,-0.33333,0.22181,0.43407,-0.42036,-0.21116,-0.00066368,-0.0017087,0.0016641,0.00094516,-0.11062,-0.4279,-0.44534,-0.11564,-0.0036544,-0.010442,-0.00012729,0.002604,-0.011359,0.02876,-0.024203,0.012299,-0.0017442,-0.0054958,-0.0026312,0.00020943,0.067892,0.42174,0.48816,0.092282
1,1,1,1,1,1.011,1,1,1,1,51.935,279.99,462.12,614.26,689.29,923.38,961.99,1228.3,1283.6,-0.54835,0.29586,0.29549,-0.54787,-0.32353,0.031042,0.031385,-0.32298,0.2147,0.43248,-0.43313,-0.21551,0.00047593,0.0014879,-0.0013815,-0.00077552,-0.11086,-0.43243,-0.42962,-0.10996,0.0038127,0.010589,0.0006494,-0.0024401,-0.0073953,0.050933,-0.040586,0.0088306,-0.0023452,-0.010433,-0.0054445,-0.00027173,-0.072378,-0.43717,-0.49046,-0.095287
1,1,1,1,1,1.0543,1,1,1,1,52.19,280.77,462.98,614.57,690.6,926.33,964.33,1230.3,1285.8,-0.54927,0.29694,0.29499,-0.54777,-0.32435,0.029015,0.030079,-0.3211,0.21337,0.43206,-0.43553,-0.21631,0.00044399,0.0014513,-0.0013133,-0.00074018,-0.11091,-0.43325,-0.42662,-0.10889,0.0038316,0.010607,0.00077017,-0.0023961,0.0066554,-0.055051,0.04386,-0.0081527,0.0024738,0.011378,0.0060018,0.00036757,-0.073231,-0.44013,-0.49054,-0.095783
1,1,1,1,1,0.59437,1,1,1,1,48.229,269.59,451.13,609.54,672.4,881.11,934.16,1201.7,1254.2,-0.53551,0.28079,0.30215,-0.54892,-0.31249,0.055748,0.050677,-0.34806,0.23122,0.43432,-0.40351,-0.20521,0.00096739,0.0020715,-0.001774,-0.0011069,0.11041,0.42162,0.46533,0.12315,0.0032405,0.0095923,0.00020573,-0.0025602,-0.016683,-0.0013632,-0.0045646,0.016687,0.0012572,-0.00045212,-0.00052918,-0.00074619,-0.061975,-0.4018,-0.47972,-0.087163
1,1,1,1,1,0.68227,1,1,1,1,49.275,272.35,453.98,610.91,676.8,892.8,941.05,1208.8,1262.2,-0.53906,0.28493,0.30038,-0.54871,-0.31543,0.0496,0.045202,-0.34139,-0.22706,-0.43451,0.41095,0.20786,-0.00082451,-0.0019012,0.0017691,0.0010461,0.11048,0.42439,0.45663,0.11984,0.0034558,0.010099,2.0392e-05,-0.002624,-0.014318,0.012069,-0.013018,0.014761,-0.0014176,-0.0020476,-0.00076188,0.00052693,0.064598,0.41058,0.4843,0.089609
1,1,1,1,1,1.3725,1,1,1,1,53.67,285.49,468.28,616.32,698.66,943.34,979.33,1242,1299.1,0.55463,-0.3033,-0.29196,0.54707,0.32926,-0.016325,-0.02265,0.30979,-0.20507,-0.42874,0.45046,0.22115,-0.00026517,-0.0012549,0.00079888,0.00050069,0.11116,0.43789,0.40759,0.10225,0.0039179,0.010939,0.0014392,-0.0020754,-0.0020939,0.080306,-0.065875,0.003686,0.0033524,0.017271,0.0096323,0.00099545,-0.078637,-0.45908,-0.4888,-0.098444
1,1,1,1,1,0.98193,1,1,1,1,51.754,279.44,461.52,614.04,688.37,921.29,960.38,1227,1282.1,-0.54771,0.2951,0.29584,-0.54795,-0.32295,0.032447,0.032311,-0.3243,-0.21563,-0.43274,0.43146,0.21495,-0.0004987,-0.0015142,0.0014263,0.00079947,-0.11083,-0.43186,-0.4317,-0.1107,-0.0037978,-0.010578,-0.00056746,0.0024686,-0.0079099,0.048064,-0.038352,0.0092957,0.0022585,0.0097786,0.0050624,0.00020613,-0.071788,-0.43513,-0.49033,-0.09493
1,1,1,1,1,0.48961,1,1,1,1,46.664,265.7,447.17,607.43,666.24,864.27,924.9,1191.7,1242.6,0.53035,-0.27478,-0.30463,0.54914,0.30835,-0.063901,-0.058829,0.35748,-0.23668,-0.433,0.39344,0.20154,-0.0011839,-0.0023233,0.0016448,0.0011539,-0.11044,-0.41803,-0.47662,-0.12758,0.0028652,0.0085224,0.00097586,-0.0023294,-0.019896,-0.019773,0.006453,0.019303,0.0012327,-0.0032424,-0.0018244,-0.00097129,-0.05839,-0.38994,-0.47105,-0.083319
1,1,1,1,1,0.89407,1,1,1,1,51.156,277.66,459.58,613.3,685.41,914.35,955.25,1222.4,1277.1,-0.54559,0.2926,0.29699,-0.54817,-0.32107,0.036948,0.035398,-0.3286,-0.21861,-0.43349,0.42611,0.21314,0.00057522,0.0016037,-0.0015547,-0.00087288,0.11073,0.42998,0.43832,0.11309,0.0037394,0.010534,0.00032585,-0.0025468,0.0095682,-0.038801,0.031379,-0.010762,-0.0019958,-0.0076938,-0.0038641,-8.8724e-07,-0.069904,-0.42863,-0.48959,-0.093715
1,1,1,1,1,0.89128,1,1,1,1,51.135,277.6,459.52,613.28,685.31,914.12,955.08,1222.3,1277,-0.54551,0.29252,0.29702,-0.54817,0.32101,-0.037098,-0.035504,0.32874,-0.21871,-0.43351,0.42593,0.21308,0.00057787,0.0016068,-0.0015586,-0.00087523,0.11073,0.42992,0.43854,0.11316,0.0037371,0.010532,0.00031858,-0.002549,0.0096235,-0.038491,0.031152,-0.010811,-0.0019875,-0.0076249,-0.003825,5.7989e-06,-0.069842,-0.42841,-0.48955,-0.093673
1,1,1,1,1,0.99034,1,1,1,1,51.807,279.6,461.69,614.11,688.64,921.9,960.85,1227.4,1282.6,-0.5479,0.29533,0.29574,-0.54793,-0.32312,0.032037,0.032038,-0.32391,0.21536,0.43267,-0.43195,-0.21512,-0.00049199,-0.0015064,0.0014135,0.00079252,0.11084,0.43203,0.43109,0.11049,-0.0038023,-0.010582,-0.00059119,0.0024605,0.0077594,-0.048904,0.039002,-0.0091602,0.0022836,0.0099697,0.0051737,0.00022523,0.071961,0.43572,0.49037,0.095036
1,1,1,1,1,1.2157,1,1,1,1,53.015,283.37,465.86,615.56,694.99,935.85,972.37,1236.8,1293.1,-0.55224,0.30047,0.29333,-0.5474,-0.32706,0.022142,0.025905,-0.31488,-0.20886,-0.43041,0.44364,0.21897,-0.00034293,-0.0013382,0.0010521,0.0006141,0.11106,0.43586,0.41635,0.10529,0.0038814,0.010718,0.0011688,-0.002228,-0.0041702,0.068841,-0.055438,0.0057863,-0.0029359,-0.014581,-0.0079397,-0.000702,0.076141,0.4503,0.49008,0.097315
1,1,1,1,1,0.90973,1,1,1,1,51.269,277.99,459.94,613.44,685.96,915.66,956.2,1223.3,1278.1,-0.54599,0.29307,0.29677,-0.54813,0.32142,-0.036117,-0.034814,0.32779,-0.21806,-0.43336,0.4271,0.21347,-0.00056066,-0.0015866,0.0015328,0.00085972,0.11075,0.43033,0.4371,0.11264,-0.0037516,-0.010544,-0.00036727,0.002534,0.0092608,-0.04052,0.032647,-0.010494,0.0020425,0.0080772,0.0040823,3.8204e-05,0.070252,0.42982,0.48977,0.093948
1,1,1,1,1,1.501,1,1,1,1,54.125,287,470.02,616.84,701.31,948.48,984.51,1245.7,1303.4,0.55631,-0.30529,-0.29099,0.54682,0.33081,-0.012089,-0.020428,0.30617,0.20231,0.42737,-0.4554,-0.2227,0.00021245,0.0012007,-0.00059793,-0.00041476,-0.11123,-0.43924,-0.40117,-0.10006,0.0039488,0.011206,0.0015666,-0.0019668,-0.00059845,0.088529,-0.073875,0.0020917,-0.0036666,-0.019206,-0.010891,-0.0012143,-0.080477,-0.46559,-0.48737,-0.099175
1,1,1,1,1,1.1429,1,1,1,1,52.665,282.26,464.62,615.14,693.1,931.82,968.86,1234,1290,-0.55098,0.29897,0.29404,-0.54756,-0.3259,0.025119,0.027667,-0.31755,0.21081,0.43117,-0.44014,-0.21783,0.00038539,0.0013851,-0.0011706,-0.00066984,0.111,0.43476,0.42081,0.10685,0.0038619,0.010656,0.0010018,-0.0023037,-0.0052423,0.062901,-0.050328,0.0068251,0.0027311,0.013195,0.0070916,0.00055541,-0.074876,-0.44587,-0.49042,-0.096679
1,1,1,1,1,1,0.70004,1,1,1,50.125,278.62,450.89,599.47,674.31,919.16,951.14,1191.1,1254.6,0.53702,-0.28235,-0.31483,0.55813,-0.32484,0.035805,0.031768,-0.3196,-0.21383,-0.40234,0.46074,0.23186,-4.0508e-05,-0.00026249,0.0038616,0.0011733,-0.11998,-0.4593,-0.43144,-0.11066,0.0037235,0.011008,0.0020022,-0.0027397,-0.0098534,0.031878,-0.050389,0.012184,-0.0031805,-0.017289,-0.006648,-0.00071566,0.065667,0.41429,0.50541,0.087072
1,1,1,1,1,1,1.2825,1,1,1,52.864,280.5,469.13,623.31,699.78,924.47,967.47,1251,1304.5,-0.55451,0.30334,0.28421,-0.54158,0.32221,-0.028966,-0.031489,0.32615,0.21602,0.45276,-0.41194,-0.20406,0.00052935,0.0014868,-0.00046706,-0.00070414,0.10434,0.4116,0.42719,0.10958,-0.0038831,-0.010502,1.4597e-05,0.0023478,-0.0062655,0.060592,-0.03358,0.0071529,-0.00091158,-0.0011562,-4.9861e-05,0.0008701,0.077242,0.45295,0.47654,0.10043
1,1,1,1,1,1,1.2422,1,1,1,52.746,280.41,468.23,622.2,698.37,924.25,966.73,1248.2,1301.7,-0.55375,0.30241,0.28559,-0.54235,0.32235,-0.029285,-0.031527,0.32581,-0.21589,-0.45024,0.41458,0.20547,-0.00053279,-0.0015193,0.00055249,0.00070662,-0.10517,-0.4143,-0.42772,-0.10969,-0.0038727,-0.010505,-5.5379e-05,0.0023575,0.0064245,-0.059293,0.034317,-0.0073754,0.0011236,0.0024598,0.00086377,-0.0006944,-0.076565,-0.45079,-0.47847,-0.099773
1,1,1,1,1,1,1.0913,1,1,1,52.237,280.05,464.49,617.5,692.7,923.3,963.61,1236.3,1290.5,0.55048,-0.29844,-0.29143,0.5456,-0.32293,0.030623,0.03166,-0.32442,-0.21539,-0.4398,0.42531,0.2113,-0.00052048,-0.0015621,0.00099995,0.00073969,-0.10856,-0.4251,-0.42952,-0.11005,-0.0038326,-0.01054,-0.00037165,0.0024071,-0.0071013,0.05379,-0.037468,0.0083231,0.0018917,0.0073495,0.0037892,-7.314e-05,0.07389,0.44212,0.48585,0.097046
1,1,1,1,1,1,1.3889,1,1,1,53.15,280.71,471.34,626.01,703.31,925,969.25,1257.8,1311.6,-0.55635,0.30558,0.2809,-0.5397,0.32185,-0.028189,-0.031391,0.32699,-0.21633,-0.45894,0.40534,0.20057,-0.00051146,-0.0013743,0.00029341,0.00070683,0.10226,0.40483,0.4257,0.10928,0.0039097,0.010503,-0.00017725,-0.0023278,-0.0058812,0.06374,-0.031806,0.0066156,0.00035197,-0.0022113,-0.0020771,-0.0013373,-0.078961,-0.45837,-0.47151,-0.10203
1,1,1,1,1,1,1.1953,1,1,1,52.599,280.31,467.13,620.83,696.68,923.98,965.83,1244.7,1298.3,-0.55281,0.30126,0.28728,-0.54329,0.32252,-0.029675,-0.031569,0.3254,-0.21574,-0.44718,0.41777,0.20718,-0.00053374,-0.0015475,0.00066805,0.00071248,-0.10617,-0.41753,-0.42832,-0.1098,0.0038605,0.010512,0.0001436,-0.0023704,0.00662,-0.057699,0.035224,-0.007649,0.0013678,0.0039837,0.001802,-0.00049366,0.075758,0.4482,0.48073,0.098974
1,1,1,1,1,1,1.0262,1,1,1,51.979,279.86,462.67,615.18,690.05,922.81,962.06,1230.4,1285.2,-0.54883,0.29644,0.29436,-0.54721,-0.3232,0.031285,0.031711,-0.32376,-0.21515,-0.43473,0.43038,0.21411,0.00049766,0.0015254,-0.0012722,-0.00076929,-0.11018,-0.43013,-0.43017,-0.11019,-0.0038146,-0.01057,-0.00054232,0.0024371,0.0074413,-0.051042,0.039058,-0.0087996,0.0021967,0.009391,0.0048985,0.00016124,-0.072664,-0.43808,-0.4891,-0.095718
1,1,1,1,1,1,0.7595,1,1,1,50.558,278.9,453.45,602.98,677.54,920.03,953.65,1199.7,1260.8,0.53976,-0.2856,-0.31014,0.55569,-0.3245,0.03478,0.031802,-0.32048,-0.21408,-0.40929,0.45451,0.22808,-0.00018851,-0.0006943,0.0031834,0.0010549,0.11795,0.45345,0.43153,0.1106,-0.0037395,-0.010872,-0.0016226,0.0026559,-0.0092929,0.036275,-0.047758,0.011398,-0.0030913,-0.016274,-0.0070106,-0.00071033,0.067088,0.41925,0.50263,0.088987
1,1,1,1,1,1,1.0243,1,1,1,51.971,279.86,462.61,615.11,689.97,922.79,962.01,1230.2,1285.1,-0.54878,0.29638,0.29445,-0.54726,-0.32321,0.031305,0.031712,-0.32374,0.21514,0.43457,-0.43054,-0.2142,0.00049678,0.0015236,-0.001281,-0.00077032,-0.11022,-0.43028,-0.43019,-0.11019,0.0038141,0.010571,0.00054769,-0.002438,-0.0074517,0.050957,-0.039107,0.0088143,0.0022053,0.0094494,0.0049287,0.00016765,0.072627,0.43796,0.48919,0.095678
1,1,1,1,1,1,0.60905,1,1,1,49.336,278.11,446.51,593.34,668.98,917.52,946.58,1176.4,1244.3,0.53205,-0.27651,-0.32321,0.56243,-0.32538,0.037636,0.031635,-0.31813,0.21349,0.39052,-0.47099,-0.23825,0.00028086,0.00068752,0.0051599,0.0014152,-0.12336,-0.46873,-0.43091,-0.11074,0.0037016,0.011307,0.0027592,-0.002912,0.010875,-0.023954,0.055161,-0.013614,0.003221,0.018352,0.0052859,0.00063688,-0.063106,-0.40475,-0.50755,-0.08344
1,1,1,1,1,1,0.54789,1,1,1,48.693,277.7,443.18,588.59,665.09,916.15,942.88,1165.3,1236.7,0.52804,-0.27183,-0.32989,0.56579,-0.32576,0.039099,0.031463,-0.31704,0.2133,0.38166,-0.47839,-0.24301,-0.00058367,-0.0015855,-0.0062506,-0.0016313,0.12583,0.47539,0.43024,0.11082,-0.0036897,-0.0116,-0.0034393,0.0030703,-0.011711,0.017569,-0.059028,0.014777,-0.0031806,-0.018702,-0.0037579,-0.00053205,-0.06013,-0.39112,-0.49941,-0.079183
1,1,1,1,1,1,1.2322,1,1,1,52.715,280.39,468,621.91,698.01,924.19,966.54,1247.5,1301,-0.55355,0.30217,0.28594,-0.54254,0.32239,-0.029366,-0.031536,0.32573,0.21586,0.4496,-0.41525,-0.20583,-0.00053329,-0.0015262,0.00057557,0.00070758,-0.10538,-0.41498,-0.42785,-0.10971,0.0038702,0.010506,7.3521e-05,-0.0023601,0.0064651,-0.058961,0.034505,-0.0074323,0.0011759,0.0027839,0.0010647,-0.00065126,0.076395,0.45024,0.47895,0.099606
1,1,1,1,1,1,1.3945,1,1,1,53.164,280.72,471.45,626.14,703.49,925.02,969.34,1258.2,1312,-0.55644,0.30569,0.28073,-0.53961,0.32184,-0.02815,-0.031385,0.32703,0.21634,0.45925,-0.40501,-0.2004,0.00051024,0.0013676,-0.00028608,-0.00070728,-0.10216,-0.40449,-0.42562,-0.10927,-0.0039111,-0.010504,0.00018503,0.0023269,-0.0058622,0.063895,-0.031719,0.0065891,0.00032276,-0.0023844,-0.0021868,-0.0013617,-0.079049,-0.45864,-0.47125,-0.10211
1,1,1,1,1,1,0.92361,1,1,1,51.513,279.54,459.49,611.05,685.58,921.91,959.27,1219.9,1276.5,-0.54584,0.29285,0.29961,-0.55007,-0.32367,0.032459,0.031776,-0.32261,0.21475,0.42592,-0.43898,-0.21898,0.00042905,0.0013641,-0.0018316,-0.00084216,-0.11293,-0.43856,-0.43098,-0.11037,-0.0037857,-0.010644,-0.00087018,0.0024991,0.0080526,-0.046128,0.041927,-0.0096572,-0.0026212,-0.012394,-0.0062828,-0.00046311,0.070634,0.43132,0.49429,0.093405
1,1,1,1,1,1,0.7034,1,1,1,50.151,278.63,451.04,599.68,674.5,919.21,951.29,1191.7,1254.9,0.53719,-0.28255,-0.31455,0.55799,-0.32482,0.035744,0.031771,-0.31965,0.21385,0.40274,-0.46038,-0.23164,-5.0016e-05,-0.00029041,0.00382,0.0011659,-0.11987,-0.45896,-0.43145,-0.11065,0.0037244,0.011,0.0019787,-0.0027345,-0.0098197,0.032141,-0.050231,0.012137,0.0031767,0.017238,0.006679,0.00071659,0.065751,0.41458,0.50526,0.087187
1,1,1,1,1,1,0.99731,1,1,1,51.856,279.78,461.81,614.08,688.83,922.57,961.32,1227.6,1282.8,-0.54804,0.29549,0.29575,-0.54797,-0.32333,0.031598,0.031732,-0.32345,0.21504,0.43235,-0.43273,-0.21543,-0.00048289,-0.0014943,0.0014121,0.00078623,0.11092,0.43244,0.43042,0.11024,0.0038065,0.010587,0.00062655,-0.0024525,-0.0076033,0.049736,-0.039818,0.0090268,0.0023241,0.010268,0.0053406,0.00025557,-0.072105,-0.43623,-0.49055,-0.095096
1,1,1,1,1,1,0.54989,1,1,1,48.716,277.71,443.3,588.75,665.22,916.2,943.01,1165.7,1237,0.52818,-0.27199,-0.32965,0.56567,0.32575,-0.039048,-0.03147,0.31708,0.21331,0.38196,-0.47814,-0.24284,0.00057244,0.0015523,0.0062118,0.0016234,0.12575,0.47517,0.43027,0.11081,-0.0036901,-0.011589,-0.0034143,0.0030645,0.011682,-0.017793,0.058892,-0.014736,0.0031827,0.018696,0.003816,0.00053602,-0.060281,-0.39189,-0.50011,-0.079395
1,1,1,1,1,1,1.5325,1,1,1,53.481,280.96,473.99,629.19,707.7,925.6,971.35,1265.8,1320.4,0.55848,-0.3082,-0.27702,0.53749,-0.32142,0.027265,0.031259,-0.328,0.2167,0.46635,-0.39726,-0.19637,0.00047418,0.0011842,-0.00015078,-0.00072589,0.099734,0.39643,0.42357,0.10885,-0.0039439,-0.010521,0.00035675,0.0023103,-0.0054312,0.067443,-0.029743,0.0059869,-0.00037971,-0.0064768,-0.0047694,-0.0019481,-0.081132,-0.46508,-0.46491,-0.10394
1,1,1,1,1,1,0.99328,1,1,1,51.838,279.77,461.69,613.92,688.66,922.54,961.21,1227.2,1282.5,-0.54792,0.29535,0.29595,-0.54808,-0.32335,0.031643,0.031734,-0.3234,-0.21502,-0.43202,0.43306,0.21561,-0.00048057,-0.0014892,0.0014327,0.00078881,0.11103,0.43277,0.43046,0.11025,0.0038054,0.01059,0.00063879,-0.0024548,-0.0076265,0.049549,-0.039927,0.0090594,-0.0023415,-0.010389,-0.0053994,-0.00026821,-0.072026,-0.43597,-0.49076,-0.095007
1,1,1,1,1,1,0.94985,1,1,1,51.64,279.63,460.34,612.17,686.76,922.16,960.02,1222.7,1278.8,-0.54665,0.29383,0.29818,-0.5493,-0.32354,0.032142,0.031762,-0.32291,0.21485,0.42827,-0.43671,-0.21768,0.00045115,0.0014197,-0.0016712,-0.00081999,-0.1122,-0.43634,-0.4308,-0.11033,-0.0037932,-0.010621,-0.00077829,0.0024812,-0.0078863,0.047461,-0.041146,0.0094239,-0.0025205,-0.011659,-0.0059816,-0.00039514,0.071165,0.4331,0.49296,0.094025
1,1,1,1,1,1,0.33838,1,1,1,45.302,270.49,428.51,566.79,649.09,908.21,923.25,1118.3,1196.7,-0.50747,0.24828,0.3629,-0.58144,0.012394,-0.0014868,-0.0052749,0.0081709,-0.21351,-0.34409,0.5074,0.26266,-0.0025708,-0.0073576,-0.012014,-0.0029732,0.13567,0.49956,0.4256,0.11178,-0.0036562,-0.013825,-0.0078701,0.0041113,0.016304,0.015802,0.079297,-0.020981,0.0026502,0.017426,-0.0057558,4.0269e-05,0.0097761,0.078769,0.093006,0.011711
1,1,1,1,1,1,1.144,1,1,1,52.427,280.18,465.87,619.25,694.76,923.66,964.78,1240.7,1294.5,-0.5517,0.29992,0.28925,-0.54439,-0.32272,0.030127,0.031615,-0.32493,-0.21557,-0.44364,0.42141,0.20916,-0.00053023,-0.0015642,0.00081751,0.00072319,0.10732,0.42119,0.42893,0.10993,0.0038469,0.010523,0.00024996,-0.002387,-0.0068486,0.05584,-0.036289,0.0079691,-0.0016303,-0.0056517,-0.0028052,0.00028079,-0.074851,-0.44526,-0.48324,-0.098051
1,1,1,1,1,1,1.3083,1,1,1,52.937,280.55,469.69,624,700.66,924.6,967.92,1252.7,1306.3,-0.55498,0.30391,0.28337,-0.5411,0.32212,-0.028769,-0.031465,0.32636,-0.21609,-0.45432,0.41028,0.20318,-0.00052607,-0.0014627,0.00041836,0.00070365,-0.10382,-0.40991,-0.42684,-0.10951,-0.0038897,-0.010501,5.6897e-05,0.0023423,0.0061675,-0.061393,0.033127,-0.007016,-0.00077522,-0.0003262,0.00047204,0.00098361,-0.077669,-0.4543,-0.4753,-0.10083
1,1,1,1,1,1,1.2896,1,1,1,52.885,280.51,469.29,623.5,700.02,924.51,967.59,1251.5,1305,-0.55464,0.3035,0.28398,-0.54144,0.32218,-0.028912,-0.031483,0.32621,-0.21604,-0.4532,0.41148,0.20381,-0.00052853,-0.0014804,0.00045319,0.00070392,0.10419,0.41113,0.42709,0.10956,-0.0038849,-0.010502,2.6442e-05,0.0023463,0.0062382,-0.060815,0.033454,-0.0071148,-0.00087403,-0.00092697,9.4028e-05,0.00090132,-0.07736,-0.45332,-0.4762,-0.10054
1,1,1,1,1,1,1.3556,1,1,1,53.065,280.65,470.68,625.2,702.24,924.84,968.72,1255.8,1309.4,-0.5558,0.30491,0.28189,-0.54026,0.32196,-0.028423,-0.031421,0.32674,-0.21623,-0.45708,0.40735,0.20162,-0.00051821,-0.001413,0.00034045,0.00070472,-0.10289,-0.4069,-0.42618,-0.10938,-0.0039015,-0.010502,0.00012949,0.0023333,-0.0059962,0.062796,-0.032336,0.0067764,0.00052628,-0.001173,-0.0014193,-0.0011915,-0.078434,-0.45671,-0.47307,-0.10155
1,1,1,1,1,1,0.444,1,1,1,47.306,276.81,436.65,579.04,657.77,913.05,934.91,1143.9,1220.3,0.51949,-0.26195,-0.34384,0.5726,0.32637,-0.042191,-0.030926,0.31494,-0.21316,-0.3646,0.49202,0.25206,-0.0013324,-0.0037902,-0.0086302,-0.0021416,-0.13042,-0.48721,-0.42843,-0.11107,0.0036778,0.01238,0.0051027,-0.0034629,0.013542,-0.0039058,0.067335,-0.017296,-0.0029885,-0.018572,8.5896e-05,-0.00029131,0.02665,0.18536,0.23652,0.034462
1,1,1,1,1,1,1.4668,1,1,1,53.336,280.85,472.82,627.79,705.74,925.34,970.43,1262.3,1316.5,0.55755,-0.30706,-0.27872,0.53846,0.32161,-0.027672,-0.031319,0.32756,0.21653,0.46308,-0.40085,-0.19823,0.00049259,0.0012749,-0.00020512,-0.00071541,-0.10086,-0.40018,-0.42456,-0.10905,0.0039285,0.010511,-0.00027949,-0.0023171,0.0056284,-0.065818,0.030645,-0.0062623,4.993e-05,0.004572,0.0035713,0.0016734,-0.080159,-0.46209,-0.4679,-0.1031
1,1,1,1,1,1,0.90873,1,1,1,51.438,279.49,458.99,610.4,684.89,921.77,958.82,1218.3,1275.1,-0.54536,0.29228,0.30045,-0.55052,-0.32374,0.032644,0.031783,-0.32243,0.21469,0.42455,-0.4403,-0.21973,0.00041489,0.0013273,-0.0019284,-0.00085597,0.11335,0.43984,0.43107,0.1104,0.0037815,0.010659,0.00092513,-0.00251,0.0081502,-0.045346,0.042386,-0.0097942,-0.0026756,-0.0128,-0.0064347,-0.00049851,-0.070329,-0.43029,-0.49505,-0.093045
