k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44
1,1,1,1,1,1,1,1,1.2212,1,51.927,143.86,283.79,470.63,-0.62404,0.33682,0.33517,-0.62031,-0.49463,0.50734,-0.51166,0.48595,-0.71586,-0.0011829,0.088419,-0.69262,0.30942,0.65471,-0.60872,-0.32415
1,1,1,1,1,1,1,1,1.0003,1,51.82,142.87,279.78,461.91,-0.62155,0.33647,0.33617,-0.62245,-0.49306,0.50652,-0.50703,0.4932,-0.71005,0.042955,0.049889,-0.70107,0.31279,0.63071,-0.63586,-0.3163
1,1,1,1,1,1,1,1,1.2267,1,51.929,143.88,283.87,470.82,-0.6241,0.33682,0.33514,-0.62026,-0.49473,0.5073,-0.51176,0.48578,-0.71549,-0.0010218,0.089993,-0.69281,0.30936,0.65525,-0.6081,-0.32429
1,1,1,1,1,1,1,1,1.4201,1,51.977,144.51,286.39,476.8,-0.62595,0.33671,0.33428,-0.61892,-0.49604,0.50728,-0.51492,0.48111,-0.72721,-0.059217,0.088176,-0.67815,0.30776,0.67234,-0.5879,-0.32805
1,1,1,1,1,1,1,1,0.78312,1,51.639,141.39,274.04,450.62,-0.62186,0.33186,0.33507,-0.62521,-0.49118,0.50507,-0.50009,0.50354,-0.70362,0.088885,-0.019118,-0.70474,0.31945,0.60099,-0.66766,-0.30166
1,1,1,1,1,1,1,1,0.66399,1,51.546,140.21,269.66,442.88,-0.62097,0.32941,0.33503,-0.62741,-0.49007,0.50415,-0.49416,0.51135,-0.69906,0.12082,-0.071758,-0.70111,0.32517,0.58161,-0.68735,-0.28904
1,1,1,1,1,1,1,1,0.99171,1,51.815,142.82,279.6,461.52,-0.62149,0.33639,0.33619,-0.62255,-0.49308,0.50638,-0.50687,0.4935,-0.70983,0.043706,0.046985,-0.70145,0.31298,0.62966,-0.63702,-0.31588
1,1,1,1,1,1,1,1,1.0858,1,51.871,143.3,281.5,465.56,-0.62243,0.33683,0.33588,-0.62154,-0.49379,0.50683,-0.50907,0.49004,-0.71186,0.026213,0.06823,-0.69851,0.31121,0.64063,-0.6248,-0.31994
1,1,1,1,1,1,1,1,0.86698,1,51.716,142.04,276.54,455.37,-0.6213,0.33428,0.33581,-0.62408,-0.49218,0.50572,-0.50306,0.49893,-0.70675,0.069916,0.011273,-0.70391,0.31632,0.61331,-0.65473,-0.30841
1,1,1,1,1,1,1,1,1.007,1,51.825,142.9,279.93,462.21,-0.62161,0.33651,0.33616,-0.62238,-0.49314,0.50657,-0.50716,0.49293,-0.71085,0.04044,0.050621,-0.70035,0.31265,0.63152,-0.63497,-0.31661
1,1,1,1,1,1,1,1,1.1692,1,51.908,143.66,282.97,468.78,-0.62343,0.33686,0.33545,-0.62075,-0.49479,0.5068,-0.51085,0.4872,-0.71394,0.011013,0.082862,-0.6952,0.31002,0.64953,-0.61469,-0.32272
1,1,1,1,1,1,1,1,0.81774,1,51.671,141.68,275.12,452.65,-0.62161,0.33288,0.3354,-0.62474,-0.492,0.50503,-0.50145,0.50142,-0.70518,0.081082,-0.005907,-0.70436,0.31805,0.60621,-0.66223,-0.30463
1,1,1,1,1,1,1,1,0.7648,1,51.623,141.23,273.44,449.51,-0.62192,0.3313,0.33496,-0.62551,-0.49141,0.5046,-0.49937,0.50451,-0.70355,0.092841,-0.026994,-0.70404,0.32021,0.59816,-0.67059,-0.29995
1,1,1,1,1,1,1,1,1.247,1,51.935,143.96,284.18,471.51,-0.62433,0.3368,0.33504,-0.62011,-0.49514,0.5071,-0.51218,0.48514,-0.71777,-0.0075838,0.090065,-0.69039,0.30915,0.65719,-0.60584,-0.32478
1,1,1,1,1,1,1,1,0.98622,1,51.811,142.79,279.47,461.27,-0.62144,0.33634,0.3362,-0.62262,-0.49315,0.50625,-0.50676,0.49367,-0.7103,0.044383,0.045429,-0.70103,0.3131,0.62898,-0.63776,-0.31561
1,1,1,1,1,1,1,1,0.98389,1,51.809,142.78,279.42,461.16,-0.62143,0.33632,0.3362,-0.62265,-0.49319,0.50619,-0.50671,0.49374,-0.71022,0.045208,0.045112,-0.70107,0.31315,0.6287,-0.63808,-0.31549
1,1,1,1,1,1,1,1,1.0983,1,51.877,143.35,281.73,466.06,-0.62258,0.33685,0.33582,-0.62141,-0.49381,0.50696,-0.50929,0.48965,-0.71305,0.02347,0.070544,-0.69716,0.31101,0.64202,-0.62323,-0.3204
1,1,1,1,1,1,1,1,0.84202,1,51.693,141.86,275.84,454.01,-0.62146,0.33361,0.3356,-0.62439,-0.49177,0.50546,-0.50236,0.50031,-0.70587,0.0745,0.0022619,-0.70441,0.31718,0.60975,-0.65849,-0.30657
1,1,1,1,1,1,1,1,1.2633,1,51.94,144.02,284.41,472.05,-0.6245,0.33678,0.33496,-0.61998,-0.4954,0.50698,-0.51252,0.48464,-0.71715,-0.0085778,0.093441,-0.69057,0.30899,0.65873,-0.60405,-0.32516
1,1,1,1,1,1,1,1,1.3017,1,51.951,144.15,284.95,473.29,-0.6249,0.33676,0.33477,-0.6197,-0.49535,0.50724,-0.51315,0.48375,-0.71921,-0.0189,0.095259,-0.68797,0.30865,0.66224,-0.59992,-0.32599
1,1,1,1,1,1,1,1,1.0267,1,51.837,143.01,280.34,463.08,-0.62178,0.33663,0.33612,-0.62217,-0.49372,0.50642,-0.50766,0.492,-0.71141,0.037271,0.055444,-0.6996,0.31225,0.63387,-0.63237,-0.31751
1,1,1,1,1,1,1,1,1.5181,1,51.994,144.78,287.31,479.4,-0.62666,0.33674,0.33395,-0.61837,-0.49583,0.50803,-0.51597,0.4794,-0.73794,-0.13361,0.043203,-0.6601,0.3072,0.67994,-0.57867,-0.32932
1,1,1,1,1,1,1,1,1.315,1,51.954,144.19,285.12,473.7,-0.62503,0.33675,0.33471,-0.6196,-0.49523,0.50743,-0.51332,0.4835,-0.72017,-0.024542,0.094018,-0.68696,0.30854,0.66343,-0.59852,-0.32626
1,1,1,1,1,1,1,1,1.3674,1,51.966,144.36,285.79,475.29,-0.62552,0.33672,0.33448,-0.61925,-0.4954,0.50762,-0.51401,0.48238,-0.72112,-0.036417,0.096347,-0.68511,0.30812,0.66798,-0.59312,-0.32722
1,1,1,1,1,1,1,1,0.87166,1,51.72,142.07,276.67,455.61,-0.62127,0.3344,0.33585,-0.62402,-0.49238,0.50563,-0.50325,0.49865,-0.70729,0.067981,0.012121,-0.70355,0.31617,0.61396,-0.65404,-0.30874
1,1,1,1,1,1,1,1,0.9576,1,51.79,142.63,278.83,459.93,-0.62127,0.33602,0.33621,-0.62296,-0.49343,0.50584,-0.50597,0.49462,-0.70905,0.051563,0.038649,-0.70221,0.31375,0.62541,-0.64169,-0.3141
1,1,1,1,1,1,1,1,1.034,1,51.842,143.04,280.49,463.39,-0.62185,0.33666,0.3361,-0.62209,-0.49395,0.50632,-0.50787,0.49165,-0.71134,0.035459,0.056604,-0.69967,0.31211,0.63473,-0.63142,-0.31783
1,1,1,1,1,1,1,1,1.1544,1,51.902,143.6,282.72,468.23,-0.62325,0.33686,0.33554,-0.62089,-0.49487,0.50664,-0.51057,0.48758,-0.71497,0.0122,0.079317,-0.69453,0.31021,0.648,-0.61644,-0.32227
1,1,1,1,1,1,1,1,0.97219,1,51.801,142.71,279.16,460.62,-0.62135,0.33619,0.33621,-0.62279,-0.4934,0.50593,-0.50643,0.49408,-0.7093,0.047946,0.042065,-0.70202,0.31342,0.62724,-0.63968,-0.31488
1,1,1,1,1,1,1,1,0.72969,1,51.593,140.91,272.22,447.31,-0.62191,0.33044,0.33478,-0.62607,-0.49068,0.50463,-0.49774,0.5068,-0.70149,0.10285,-0.040889,-0.70403,0.32182,0.59257,-0.6763,-0.29649
1,1,1,1,1,1,1,1,0.78439,1,51.64,141.4,274.08,450.7,-0.62186,0.33189,0.33508,-0.62519,-0.49116,0.50513,-0.50012,0.50347,-0.7036,0.08884,-0.018421,-0.70478,0.31939,0.60119,-0.66745,-0.30178
1,1,1,1,1,1,1,1,1.0591,1,51.856,143.17,280.99,464.46,-0.62212,0.33676,0.336,-0.62182,-0.49415,0.50633,-0.50857,0.49072,-0.71164,0.030907,0.062323,-0.69909,0.31166,0.63763,-0.62817,-0.3189
1,1,1,1,1,1,1,1,0.89778,1,51.742,142.25,277.36,456.98,-0.62119,0.33501,0.33602,-0.62369,-0.49266,0.50553,-0.50429,0.49741,-0.70722,0.063457,0.021162,-0.70382,0.31537,0.61755,-0.65019,-0.31053
1,1,1,1,1,1,1,1,1.2109,1,51.923,143.82,283.63,470.27,-0.62392,0.33683,0.33523,-0.62039,-0.49451,0.50735,-0.51149,0.48625,-0.71644,0.00054441,0.087172,-0.69218,0.30954,0.6537,-0.60988,-0.32388
1,1,1,1,1,1,1,1,1.3255,1,51.957,144.23,285.26,474.03,-0.62513,0.33674,0.33466,-0.61953,-0.49515,0.50757,-0.51344,0.4833,-0.71894,-0.024738,0.096365,-0.68791,0.30845,0.66436,-0.59741,-0.32647
1,1,1,1,1,1,1,1,1.4624,1,51.985,144.63,286.83,477.95,-0.62627,0.33672,0.33413,-0.61868,-0.4959,0.50763,-0.51543,0.48034,-0.73049,-0.081625,0.078037,-0.67353,0.30751,0.6757,-0.58383,-0.32865
1,1,1,1,1,1,1,1,1.1599,1,51.904,143.62,282.81,468.43,-0.62332,0.33686,0.33551,-0.62084,-0.49486,0.50668,-0.51068,0.48743,-0.71465,0.011074,0.080062,-0.69479,0.31014,0.64857,-0.61579,-0.32244
1,1,1,1,1,1,1,1,1.2556,1,51.938,143.99,284.3,471.8,-0.62442,0.33679,0.335,-0.62004,-0.4953,0.50702,-0.51236,0.48487,-0.71681,-0.0077193,0.092035,-0.69112,0.30906,0.658,-0.60489,-0.32498
1,1,1,1,1,1,1,1,0.68626,1,51.56,140.46,270.57,444.43,-0.62144,0.32967,0.33485,-0.6269,-0.49015,0.50441,-0.49547,0.50973,-0.70002,0.11417,-0.060857,-0.7023,0.32399,0.5854,-0.68355,-0.29172
1,1,1,1,1,1,1,1,0.67894,1,51.555,140.38,270.28,443.93,-0.6213,0.32957,0.3349,-0.62706,-0.4903,0.504,-0.49521,0.51025,-0.69936,0.11666,-0.064234,-0.70225,0.32438,0.58416,-0.68479,-0.29086
1,1,1,1,1,1,1,1,0.59008,1,51.503,139.26,266.29,437.39,-0.61866,0.32912,0.33601,-0.62932,-0.48907,0.50356,-0.48935,0.51746,-0.69467,0.14501,-0.1104,-0.69585,0.32966,0.56834,-0.70032,-0.27903
1,1,1,1,1,1,1,1,1.41,1,51.975,144.48,286.29,476.52,-0.62587,0.33671,0.33432,-0.61899,-0.49598,0.50729,-0.51476,0.48134,-0.72446,-0.051777,0.092192,-0.68116,0.30782,0.67153,-0.58888,-0.3279
1,1,1,1,1,1,1,1,0.91018,1,51.753,142.33,277.68,457.61,-0.62118,0.33527,0.33607,-0.62353,-0.49241,0.50588,-0.50461,0.49698,-0.70801,0.059651,0.024305,-0.70326,0.31502,0.61922,-0.64839,-0.31132
1,1,1,1,1,1,1,1,1.2374,1,51.932,143.92,284.04,471.18,-0.62422,0.33681,0.33509,-0.62018,-0.49495,0.5072,-0.51198,0.48544,-0.71708,-0.0040403,0.090523,-0.69108,0.30925,0.65628,-0.6069,-0.32455
1,1,1,1,1,1,1,1,1.0726,1,51.864,143.23,281.25,465.02,-0.62227,0.3368,0.33594,-0.62168,-0.49395,0.50657,-0.50885,0.49037,-0.71235,0.0286,0.065633,-0.69817,0.31143,0.63916,-0.62645,-0.31944
1,1,1,1,1,1,1,1,1.292,1,51.948,144.12,284.81,472.98,-0.6248,0.33676,0.33482,-0.61977,-0.49543,0.50711,-0.51302,0.48394,-0.7178,-0.01565,0.095173,-0.68954,0.30873,0.66137,-0.60095,-0.32579
1,1,1,1,1,1,1,1,0.48562,1,51.404,137.48,260.32,428.59,-0.61359,0.32923,0.33823,-0.63302,-0.48762,0.50184,-0.48057,0.52862,-0.68692,0.18143,-0.17882,-0.68062,0.33805,0.54681,-0.72021,-0.26079
1,1,1,1,1,1,1,1,1.0677,1,51.861,143.21,281.16,464.82,-0.62222,0.33679,0.33597,-0.62173,-0.49403,0.50647,-0.50875,0.4905,-0.71161,0.030384,0.065107,-0.69889,0.31151,0.63861,-0.62707,-0.31924
1,1,1,1,1,1,1,1,1.5458,1,51.998,144.84,287.45,480.08,-0.62683,0.33676,0.33388,-0.61823,-0.49611,0.50789,-0.51633,0.47887,-0.74297,-0.19765,-0.011536,-0.63938,0.30706,0.68197,-0.57619,-0.32962
1,1,1,1,1,1,1,1,1.1795,1,51.912,143.7,283.14,469.15,-0.62355,0.33685,0.3354,-0.62066,-0.49466,0.50698,-0.51102,0.48697,-0.71539,0.0075536,0.083539,-0.69367,0.3099,0.65058,-0.61349,-0.32303
1,1,1,1,1,1,1,1,1.0472,1,51.85,143.11,280.76,463.96,-0.62199,0.33672,0.33605,-0.62195,-0.49417,0.50624,-0.50826,0.49111,-0.71167,0.033916,0.060372,-0.6991,0.31186,0.63627,-0.6297,-0.3184
1,1,1,1,1,1,1,1,0.83318,1,51.685,141.79,275.58,453.52,-0.62151,0.33335,0.33553,-0.62452,-0.49195,0.50515,-0.50212,0.50069,-0.70555,0.07747,-0.00021057,-0.70442,0.3175,0.60847,-0.65984,-0.30589
1,1,1,1,1,1,1,1,0.92715,1,51.767,142.44,278.1,458.46,-0.62119,0.33558,0.33613,-0.62332,-0.49248,0.50618,-0.50498,0.49623,-0.70868,0.056115,0.029304,-0.70268,0.31454,0.62147,-0.64596,-0.31236
1,1,1,1,1,1,1,1,1.0798,1,51.868,143.27,281.39,465.32,-0.62236,0.33682,0.33591,-0.6216,-0.49385,0.50672,-0.50897,0.49019,-0.7125,0.026321,0.066381,-0.69803,0.31131,0.63997,-0.62554,-0.31972
1,1,1,1,1,1,1,1,0.64498,1,51.535,139.99,268.85,441.52,-0.62052,0.32929,0.33519,-0.62783,-0.48971,0.50405,-0.4931,0.5128,-0.69764,0.12666,-0.080942,-0.7005,0.32627,0.57828,-0.69062,-0.28667
1,1,1,1,1,1,1,1,1.1645,1,51.906,143.64,282.89,468.6,-0.62337,0.33686,0.33548,-0.6208,-0.49483,0.50674,-0.51077,0.48731,-0.71408,0.011095,0.081452,-0.69522,0.31008,0.64905,-0.61524,-0.32258
1,1,1,1,1,1,1,1,1.233,1,51.931,143.91,283.97,471.03,-0.62417,0.33681,0.33511,-0.62021,-0.49485,0.50725,-0.51189,0.48558,-0.71618,-0.0021896,0.090803,-0.69198,0.30929,0.65586,-0.60739,-0.32444
1,1,1,1,1,1,1,1,1.5792,1,52.002,144.92,287.46,480.89,-0.62702,0.33678,0.33379,-0.61807,-0.49648,0.50764,-0.51682,0.47823,-0.72946,-0.35687,-0.1629,-0.56036,0.3069,0.68435,-0.57325,-0.32995
1,1,1,1,1,1,1,1,0.86356,1,51.713,142.02,276.45,455.18,-0.62132,0.3342,0.33578,-0.62412,-0.49204,0.50577,-0.50293,0.49915,-0.70627,0.070824,0.01021,-0.70432,0.31644,0.61283,-0.65525,-0.30817
1,1,1,1,1,1,1,1,0.85939,1,51.709,141.99,276.33,454.96,-0.62135,0.33409,0.33575,-0.62417,-0.49189,0.50581,-0.50279,0.4994,-0.70633,0.070869,0.0082682,-0.70428,0.31658,0.61224,-0.65587,-0.30787
1,1,1,1,1,1,1,1,1.1378,1,51.895,143.53,282.44,467.6,-0.62305,0.33686,0.33562,-0.62104,-0.49471,0.50666,-0.51018,0.48813,-0.71338,0.016594,0.077368,-0.6963,0.31043,0.64627,-0.61842,-0.32175
1,1,1,1,1,1,1,1,1.1222,1,51.888,143.46,282.16,467,-0.62286,0.33686,0.3357,-0.62118,-0.49432,0.50683,-0.50979,0.48875,-0.7136,0.019527,0.07499,-0.69625,0.31065,0.64461,-0.62031,-0.32123
1,1,1,1,1,1,1,1,1.272,1,51.943,144.05,284.54,472.34,-0.62459,0.33678,0.33492,-0.61992,-0.49547,0.50697,-0.51269,0.4844,-0.7188,-0.012502,0.09267,-0.6889,0.30891,0.65953,-0.60311,-0.32536
1,1,1,1,1,1,1,1,1.5913,1,52.004,144.95,287.32,481.17,-0.62709,0.33679,0.33377,-0.61801,-0.49657,0.50759,-0.51698,0.47801,-0.69102,-0.47169,-0.28149,-0.46986,0.30684,0.6852,-0.5722,-0.33006
1,1,1,1,1,1,1,1,0.75302,1,51.612,141.13,273.04,448.79,-0.62194,0.33099,0.33488,-0.62569,-0.49105,0.50492,-0.49864,0.50525,-0.70284,0.096087,-0.031673,-0.70411,0.32073,0.59632,-0.6725,-0.29882
1,1,1,1,1,1,1,1,0.83793,1,51.689,141.83,275.72,453.78,-0.62148,0.33349,0.33557,-0.62445,-0.49185,0.50531,-0.50226,0.50049,-0.7061,0.075349,0.00085667,-0.70409,0.31733,0.60916,-0.65912,-0.30626
1,1,1,1,1,1,1,1,1.1494,1,51.9,143.58,282.64,468.04,-0.62319,0.33686,0.33556,-0.62093,-0.49485,0.50662,-0.51046,0.48774,-0.71446,0.014229,0.079339,-0.69502,0.31027,0.64749,-0.61703,-0.32212
1,1,1,1,1,1,1,1,1.1126,1,51.884,143.42,281.99,466.63,-0.62275,0.33686,0.33575,-0.62127,-0.49407,0.50693,-0.50957,0.48913,-0.71249,0.021519,0.073407,-0.6975,0.31079,0.64358,-0.62148,-0.3209
1,1,1,1,1,1,1,1,0.73908,1,51.6,141,272.55,447.91,-0.62195,0.33066,0.3348,-0.6259,-0.49061,0.50504,-0.498,0.5062,-0.70221,0.099473,-0.03742,-0.70399,0.32138,0.59409,-0.67476,-0.29744
1,1,1,1,1,1,1,1,1.0509,1,51.852,143.13,280.83,464.12,-0.62203,0.33673,0.33604,-0.62191,-0.49419,0.50625,-0.50836,0.49098,-0.71212,0.032402,0.060625,-0.69868,0.3118,0.6367,-0.62922,-0.31856
1,1,1,1,1,1,1,1,0.63355,1,51.529,139.85,268.34,440.69,-0.62017,0.32921,0.33535,-0.62813,-0.48987,0.50355,-0.49251,0.51371,-0.69724,0.1302,-0.08705,-0.69952,0.32693,0.57626,-0.69261,-0.28517
1,1,1,1,1,1,1,1,1.2676,1,51.941,144.03,284.47,472.19,-0.62455,0.33678,0.33494,-0.61995,-0.49544,0.50697,-0.5126,0.48452,-0.71798,-0.010295,0.093263,-0.68971,0.30895,0.65913,-0.60358,-0.32526
1,1,1,1,1,1,1,1,0.58733,1,51.501,139.22,266.15,437.18,-0.61855,0.32913,0.33605,-0.62939,-0.48891,0.50371,-0.48909,0.51772,-0.69423,0.14607,-0.11186,-0.69584,0.32985,0.56782,-0.70082,-0.27862
1,1,1,1,1,1,1,1,1.4463,1,51.982,144.59,286.68,477.52,-0.62615,0.33671,0.33419,-0.61877,-0.496,0.50744,-0.51527,0.48061,-0.72644,-0.068351,0.08564,-0.67844,0.3076,0.67444,-0.58536,-0.32843
1,1,1,1,1,1,1,1,1.1486,1,51.9,143.57,282.62,468.01,-0.62318,0.33686,0.33557,-0.62094,-0.49485,0.50662,-0.51044,0.48776,-0.71432,0.014583,0.079342,-0.69515,0.31028,0.6474,-0.61713,-0.32209
1,1,1,1,1,1,1,1,1.3361,1,51.959,144.26,285.4,474.36,-0.62523,0.33674,0.33461,-0.61945,-0.49513,0.50766,-0.51356,0.48309,-0.72038,-0.02811,0.096359,-0.68627,0.30837,0.66529,-0.59631,-0.32666
1,1,1,1,1,1,1,1,1.0111,1,51.827,142.92,280.01,462.39,-0.62164,0.33654,0.33615,-0.62233,-0.49323,0.50657,-0.50725,0.49274,-0.71066,0.039625,0.051452,-0.70053,0.31257,0.63201,-0.63443,-0.3168
1,1,1,1,1,1,1,1,0.73316,1,51.595,140.94,272.34,447.53,-0.62193,0.33052,0.33479,-0.626,-0.49062,0.50481,-0.49783,0.50658,-0.70191,0.10178,-0.039398,-0.70385,0.32166,0.59314,-0.67573,-0.29684
1,1,1,1,1,1,1,1,1.1166,1,51.886,143.44,282.07,466.79,-0.6228,0.33686,0.33573,-0.62124,-0.49417,0.5069,-0.50966,0.48897,-0.71269,0.02123,0.074493,-0.69719,0.31073,0.64402,-0.62098,-0.32104
1,1,1,1,1,1,1,1,0.821,1,51.674,141.7,275.22,452.83,-0.62159,0.33297,0.33543,-0.62469,-0.49205,0.505,-0.50162,0.50124,-0.70564,0.079569,-0.0051703,-0.70407,0.31794,0.60669,-0.66172,-0.3049
1,1,1,1,1,1,1,1,1.2499,1,51.936,143.97,284.22,471.6,-0.62436,0.3368,0.33503,-0.62008,-0.4952,0.50707,-0.51224,0.48505,-0.71749,-0.0078636,0.090503,-0.69062,0.30912,0.65746,-0.60553,-0.32485
1,1,1,1,1,1,1,1,1.6287,1,52.009,145.04,285.53,482.03,-0.62728,0.33683,0.33368,-0.61784,-0.49661,0.50769,-0.51741,0.4774,-0.46958,-0.68127,-0.53554,-0.16904,0.30669,0.68776,-0.56901,-0.33039
1,1,1,1,1,1,1,1,0.91739,1,51.759,142.38,277.86,457.97,-0.62118,0.33541,0.3361,-0.62343,-0.49236,0.50607,-0.50476,0.49669,-0.7077,0.05943,0.027337,-0.70348,0.31481,0.62018,-0.64735,-0.31177
1,1,1,1,1,1,1,1,0.57254,1,51.489,139,265.4,436,-0.61794,0.32918,0.33633,-0.62982,-0.489,0.50316,-0.48821,0.51899,-0.69345,0.15056,-0.12056,-0.69421,0.33092,0.56499,-0.70349,-0.27636
1,1,1,1,1,1,1,1,0.8727,1,51.721,142.08,276.69,455.67,-0.62127,0.33442,0.33586,-0.62401,-0.49242,0.5056,-0.50329,0.49858,-0.70728,0.067682,0.012372,-0.70358,0.31614,0.61411,-0.65388,-0.30881
1,1,1,1,1,1,1,1,0.52953,1,51.462,138.3,263.03,432.45,-0.61605,0.32913,0.33718,-0.63124,-0.48804,0.50298,-0.48449,0.52354,-0.69056,0.16598,-0.14793,-0.68826,0.33423,0.55643,-0.71153,-0.26907
1,1,1,1,1,1,1,1,0.75093,1,51.61,141.11,272.97,448.65,-0.62195,0.33094,0.33487,-0.62572,-0.49096,0.50499,-0.49852,0.50539,-0.70298,0.096367,-0.032636,-0.70389,0.32082,0.59598,-0.67283,-0.29861
1,1,1,1,1,1,1,1,0.9425,1,51.779,142.54,278.47,459.21,-0.62122,0.33582,0.33618,-0.62314,-0.49301,0.50604,-0.50543,0.49538,-0.70921,0.053712,0.034017,-0.70213,0.31413,0.62348,-0.6438,-0.31325
1,1,1,1,1,1,1,1,0.84853,1,51.699,141.91,276.02,454.37,-0.62142,0.3338,0.33565,-0.6243,-0.49171,0.50567,-0.50251,0.5,-0.70585,0.074048,0.0052624,-0.70446,0.31696,0.61069,-0.6575,-0.30707
1,1,1,1,1,1,1,1,0.99986,1,51.82,142.86,279.77,461.89,-0.62155,0.33646,0.33618,-0.62246,-0.49306,0.50652,-0.50702,0.49322,-0.70997,0.0431,0.049796,-0.70114,0.3128,0.63065,-0.63592,-0.31628
1,1,1,1,1,1,1,1,0.74404,1,51.605,141.04,272.73,448.22,-0.62196,0.33078,0.33482,-0.62582,-0.49071,0.5051,-0.49818,0.50586,-0.70214,0.099211,-0.034689,-0.70424,0.32114,0.59489,-0.67395,-0.29794
1,1,1,1,1,1,1,1,1.3083,1,51.952,144.17,285.03,473.5,-0.62496,0.33675,0.33474,-0.61965,-0.49529,0.50734,-0.51324,0.48362,-0.72031,-0.022466,0.094126,-0.68687,0.30859,0.66284,-0.59921,-0.32613
1,1,1,1,1,1,1,1,0.88216,1,51.729,142.15,276.95,456.17,-0.62123,0.33465,0.33593,-0.62389,-0.4927,0.50544,-0.5037,0.49806,-0.70699,0.066966,0.016276,-0.70386,0.31584,0.61542,-0.65248,-0.30947
1,1,1,1,1,1,1,1,0.79569,1,51.65,141.5,274.44,451.37,-0.62179,0.33223,0.33518,-0.62502,-0.49121,0.50544,-0.50042,0.50281,-0.70431,0.08534,-0.01461,-0.70459,0.31892,0.60291,-0.66567,-0.30277
1,1,1,1,1,1,1,1,0.50832,1,51.439,137.92,261.76,430.61,-0.61487,0.32925,0.33771,-0.63205,-0.488,0.5023,-0.48273,0.52586,-0.68882,0.17309,-0.16239,-0.68498,0.33603,0.55193,-0.71562,-0.26523
1,1,1,1,1,1,1,1,1.064,1,51.859,143.19,281.09,464.67,-0.62218,0.33678,0.33598,-0.62177,-0.49409,0.50641,-0.50868,0.49059,-0.71132,0.030944,0.064125,-0.69925,0.31157,0.6382,-0.62754,-0.3191
1,1,1,1,1,1,1,1,0.98008,1,51.807,142.75,279.34,460.99,-0.6214,0.33628,0.3362,-0.62269,-0.49326,0.5061,-0.50663,0.49385,-0.70974,0.046779,0.044637,-0.70149,0.31324,0.62823,-0.6386,-0.31529
1,1,1,1,1,1,1,1,1.1719,1,51.909,143.67,283.01,468.88,-0.62346,0.33686,0.33544,-0.62073,-0.49476,0.50684,-0.5109,0.48714,-0.71418,0.010537,0.083387,-0.6949,0.30999,0.6498,-0.61438,-0.3228
1,1,1,1,1,1,1,1,1.017,1,51.831,142.96,280.14,462.65,-0.6217,0.33658,0.33614,-0.62227,-0.4934,0.50654,-0.50739,0.49247,-0.71021,0.039688,0.053561,-0.70083,0.31244,0.63272,-0.63365,-0.31707
1,1,1,1,1,1,1,1,1.5295,1,51.995,144.8,287.39,479.68,-0.62673,0.33675,0.33392,-0.61831,-0.49593,0.508,-0.51611,0.47919,-0.74062,-0.15171,0.028778,-0.65394,0.30714,0.68077,-0.57765,-0.32945
1,1,1,1,1,1,1,1,0.9475,1,51.783,142.57,278.59,459.45,-0.62123,0.33589,0.33619,-0.62308,-0.49319,0.50596,-0.5056,0.49511,-0.7093,0.052178,0.034899,-0.7021,0.314,0.62412,-0.6431,-0.31353
1,1,1,1,1,1,1,1,1.1422,1,51.897,143.55,282.51,467.77,-0.6231,0.33686,0.3356,-0.621,-0.49478,0.50664,-0.51029,0.48797,-0.71339,0.016441,0.078671,-0.69615,0.31037,0.64674,-0.61789,-0.32189
1,1,1,1,1,1,1,1,1.4009,1,51.973,144.46,286.18,476.26,-0.6258,0.33671,0.33435,-0.61904,-0.49589,0.50733,-0.5146,0.48155,-0.7233,-0.048362,0.093075,-0.68252,0.30788,0.67078,-0.58978,-0.32776
1,1,1,1,1,1,1,1,0.62976,1,51.527,139.8,268.17,440.41,-0.62005,0.32919,0.3354,-0.62823,-0.48977,0.50363,-0.4922,0.51403,-0.69708,0.13189,-0.088754,-0.69914,0.32715,0.57559,-0.69328,-0.28465
1,1,1,1,1,1,1,1,1.0325,1,51.841,143.04,280.46,463.33,-0.62184,0.33666,0.3361,-0.6221,-0.4939,0.50634,-0.50783,0.49172,-0.71149,0.035593,0.0562,-0.69954,0.31214,0.63455,-0.63161,-0.31777
1,1,1,1,1,1,1,1,0.80442,1,51.659,141.57,274.72,451.88,-0.62172,0.33249,0.33527,-0.62491,-0.49152,0.50536,-0.50077,0.50224,-0.70492,0.083707,-0.011049,-0.70425,0.31857,0.60423,-0.6643,-0.30352
1,1,1,1,1,1,1,1,1.4985,1,51.991,144.73,287.16,478.9,-0.62653,0.33673,0.33401,-0.61847,-0.49575,0.50799,-0.51576,0.47975,-0.73188,-0.10854,0.061401,-0.66993,0.3073,0.67846,-0.58047,-0.3291
1,1,1,1,1,1,1,1,1.1239,1,51.889,143.47,282.2,467.07,-0.62288,0.33686,0.33569,-0.62117,-0.49437,0.50681,-0.50984,0.48868,-0.71389,0.018796,0.074987,-0.69598,0.31062,0.6448,-0.6201,-0.32129
