k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
1,1,1,1,1,1,1,1,1,0.91735,51.866,142.83,279.61,461.26,501.15,613.48,687.34,920.65,958.07,-0.54809,0.1403,0.43376,0.13492,-0.54794,-0.43366,0.4574,0.00015297,-0.45508,0.43377,-0.3232,0.37138,-0.50709,0.37771,-0.32316,0.21514,0.0019561,0.0023086,0.0090565,-0.2135,-1.7713e-05,-2.003e-05,9.4319e-06,2.0634e-05,1.0631e-05,-0.00047961,-0.00067976,3.9964e-05,0.0024241,0.00077817,0.11118,0.38442,-0.50356,0.37605,0.10547,-0.0039045,-0.021519,0.0061944,0.024247,0.0023608,-0.0089232,-0.4957,0.0037891,0.49373,8.7175e-05
1,1,1,1,1,1,1,1,1,1.2844,51.872,142.94,280.25,463.5,501.3,615.9,693.02,927.24,969.84,-0.54816,0.14036,0.43382,0.13483,-0.54779,0.4339,-0.45791,0.00057563,0.4551,-0.43347,-0.3236,0.37111,-0.50828,0.38118,-0.32419,0.2148,0.006546,-0.006327,0.021343,-0.21961,8.7401e-06,-1.3458e-05,2.5354e-06,8.5038e-05,1.4979e-05,-0.00047558,-0.00074601,-0.0003131,0.0034526,0.00082674,-0.11001,-0.394,0.50719,-0.36082,-0.12176,0.0035502,0.020565,-0.005174,-0.023755,-0.0026783,-0.0041607,-0.49677,-0.028671,0.50202,0.030901
1,1,1,1,1,1,1,1,1,1.2596,51.872,142.94,280.22,463.39,501.29,615.78,692.73,926.93,969.24,-0.54816,0.14036,0.43382,0.13483,-0.5478,-0.43388,0.45789,-0.00053758,-0.4551,0.43349,0.32358,-0.37113,0.50822,-0.381,0.32414,-0.21482,-0.0063107,0.0058833,-0.020713,0.21932,7.4843e-06,-1.3782e-05,2.8988e-06,8.1393e-05,1.4667e-05,-0.00047713,-0.00074644,-0.00029015,0.0033956,0.00082248,-0.11007,-0.39351,0.50702,-0.36162,-0.12097,-0.0035685,-0.020642,0.0052286,0.023807,0.0026633,-0.0044053,-0.49673,-0.027007,0.50169,0.02939
1,1,1,1,1,1,1,1,1,0.88271,51.865,142.82,279.52,460.97,501.13,613.14,686.58,919.71,956.51,-0.54808,0.14029,0.43375,0.13494,-0.54796,-0.43363,0.45733,0.00024686,-0.45508,0.43381,-0.32315,0.37141,-0.50693,0.37725,-0.323,0.21518,0.001352,0.003442,0.0074419,-0.21263,-2.1465e-05,-2.0926e-05,1.0357e-05,1.3006e-05,1.0332e-05,0.00047564,0.00065872,-7.043e-05,-0.0023032,-0.00077709,-0.11133,-0.38314,0.50302,-0.37798,-0.10319,0.0039485,0.021538,-0.0063137,-0.024212,-0.0023208,0.0095462,0.49552,-0.0080396,-0.49234,0.0041405
1,1,1,1,1,1,1,1,1,1.1252,51.87,142.9,280.02,462.69,501.24,615.04,690.97,924.96,965.58,-0.54814,0.14034,0.4338,0.13486,-0.54785,-0.43381,0.45772,-0.00030792,-0.4551,0.43359,-0.32346,0.37122,-0.50785,0.37992,-0.32385,0.21493,0.0048801,-0.0031876,0.01688,-0.21749,-3.8901e-07,-1.5782e-05,5.0499e-06,6.015e-05,1.2959e-05,0.00048362,0.00074047,0.00016135,-0.0030583,-0.00080072,-0.11044,-0.39055,0.50596,-0.36646,-0.11607,0.0036804,0.021054,-0.0055584,-0.024069,-0.002567,0.0058927,0.49645,0.016878,-0.49947,-0.020024
1,1,1,1,1,1,1,1,1,0.87723,51.865,142.82,279.51,460.92,501.13,613.09,686.46,919.55,956.26,-0.54808,0.14029,0.43375,0.13494,-0.54797,-0.43362,0.45732,0.00026227,-0.45508,0.43381,-0.32314,0.37142,-0.50691,0.37718,-0.32297,0.21519,0.0012526,0.0036285,0.0071762,-0.21249,-2.2086e-05,-2.1073e-05,1.051e-05,1.1766e-05,1.0288e-05,-0.00047488,-0.00065497,7.5063e-05,0.0022837,0.00077702,-0.11136,-0.38293,0.50293,-0.37829,-0.10281,-0.0039556,-0.021538,0.0063328,0.024203,0.0023144,0.0096486,0.49549,-0.0087381,-0.49211,0.0048392
1,1,1,1,1,1,1,1,1,1.1662,51.87,142.91,280.08,462.92,501.26,615.29,691.55,925.61,966.78,-0.54814,0.14034,0.4338,0.13485,-0.54783,-0.43383,0.45778,-0.00038258,-0.4551,0.43356,0.3235,-0.37119,0.50797,-0.38027,0.32395,0.21489,0.0053472,-0.0040672,0.018131,-0.2181,2.2271e-06,-1.5123e-05,4.3545e-06,6.6924e-05,1.3477e-05,0.00048207,0.00074407,0.00020133,-0.0031666,-0.00080704,0.11032,0.39152,-0.50632,0.36489,0.11769,0.0036438,0.020931,-0.0054513,-0.023994,-0.0025992,-0.0054073,-0.49655,-0.020185,0.50024,0.023114
1,1,1,1,1,1,1,1,1,1.3717,51.873,142.96,280.36,463.88,501.33,616.28,693.97,928.26,971.8,0.54818,-0.14037,-0.43383,-0.13481,0.54776,-0.43394,0.458,-0.00070059,-0.45511,0.43342,-0.32366,0.37106,-0.50847,0.38176,-0.32434,0.21474,0.0073151,-0.0077786,0.023406,-0.22055,-1.2777e-05,1.2405e-05,-1.3092e-06,-9.7301e-05,-1.6046e-05,-0.00046962,-0.00074189,-0.00039139,0.0036419,0.00084202,-0.10981,-0.39557,0.50772,-0.35818,-0.12429,-0.0034911,-0.020297,0.0049958,0.023571,0.0027254,-0.0033611,-0.4969,-0.034108,0.503,0.035781
1,1,1,1,1,1,1,1,1,0.92017,51.866,142.84,279.61,461.29,501.15,613.5,687.39,920.72,958.19,-0.54809,0.1403,0.43376,0.13492,-0.54794,-0.43366,0.4574,0.00014558,-0.45508,0.43377,0.32321,-0.37138,0.5071,-0.37775,0.32317,0.21514,0.0020035,0.0022196,0.0091832,-0.21357,1.742e-05,1.996e-05,-9.3596e-06,-2.124e-05,-1.0657e-05,0.00047988,0.00068129,-3.7407e-05,-0.0024338,-0.00077831,-0.11117,-0.38452,0.5036,-0.3759,-0.10565,-0.003901,-0.021516,0.0061849,0.024248,0.002364,-0.0088743,-0.49571,0.0034552,0.49383,0.00041755
1,1,1,1,1,1,1,1,1,0.85424,51.864,142.81,279.45,460.71,501.11,612.85,685.92,918.87,955.15,-0.54807,0.14029,0.43374,0.13495,-0.54798,-0.4336,0.45727,0.00032871,-0.45507,0.43383,0.3231,-0.37144,0.5068,-0.37686,0.32286,-0.21522,-0.00082317,-0.0044338,-0.0060287,0.21187,2.4787e-05,2.1712e-05,-1.1172e-05,-6.4612e-06,-1.0114e-05,-0.00047123,-0.00063783,9.3828e-05,0.0022004,0.00077711,0.11147,0.38202,-0.50254,0.37965,0.10117,-0.003986,-0.021529,0.0064133,0.024159,0.0022877,0.010091,0.49536,-0.011753,-0.49108,0.0078669
1,1,1,1,1,1,1,1,1,0.76117,51.861,142.76,279.18,459.75,501.05,611.72,683.44,915.65,950.09,0.54804,-0.14026,-0.43372,-0.13499,0.54804,-0.4335,0.45706,0.00063108,-0.45506,0.43393,0.32293,-0.37154,0.50628,-0.37537,0.32231,-0.21535,0.0011483,-0.0081273,-0.00076423,0.20892,3.7407e-05,2.4643e-05,-1.4247e-05,1.6899e-05,-9.5934e-06,-0.00044681,-0.00053934,0.00015334,0.001843,0.00078489,-0.11197,-0.37782,0.50066,-0.38576,-0.093442,-0.0041148,-0.021278,0.0067337,0.023763,0.0021892,-0.012108,-0.49472,0.02551,0.48595,-0.02193
1,1,1,1,1,1,1,1,1,1.2016,51.871,142.92,280.13,463.1,501.27,615.48,692.02,926.14,967.75,-0.54815,0.14035,0.43381,0.13484,-0.54782,-0.43385,0.45782,-0.00044358,-0.4551,0.43353,-0.32353,0.37116,-0.50807,0.38056,-0.32403,-0.21486,-0.0057274,0.0047835,-0.01915,0.21858,-4.3238e-06,1.4591e-05,-3.7849e-06,-7.255e-05,-1.3928e-05,-0.0004804,-0.00074581,-0.00023538,0.0032561,0.00081274,-0.11022,-0.39231,0.5066,-0.36361,-0.11899,0.003614,0.020822,-0.0053636,-0.023925,-0.002625,0.005012,0.49662,0.022878,-0.50083,-0.025606
1,1,1,1,1,1,1,1,1,1.0949,51.869,142.89,279.96,462.51,501.23,614.85,690.52,924.44,964.64,-0.54813,0.14033,0.43379,0.13487,-0.54786,-0.43379,0.45768,-0.00024972,-0.45509,0.43362,-0.32343,0.37124,-0.50776,0.37964,-0.32377,0.21495,0.0045147,-0.0024998,0.015902,-0.21701,-2.4666e-06,-1.6302e-05,5.5924e-06,5.495e-05,1.2582e-05,-0.00048443,-0.00073651,-0.00013151,0.0029748,0.0007963,0.11053,0.38979,-0.50568,0.36768,0.11478,0.0037089,0.021142,-0.0056415,-0.024119,-0.0025413,-0.0062724,-0.49637,-0.01429,0.49884,0.017588
1,1,1,1,1,1,1,1,1,1.1461,51.87,142.91,280.05,462.81,501.25,615.17,691.27,925.3,966.2,-0.54814,0.14034,0.4338,0.13486,-0.54784,-0.43382,0.45775,-0.00034649,-0.4551,0.43358,-0.32348,0.3712,-0.50791,0.3801,-0.3239,0.21491,0.0051216,-0.0036423,0.017527,-0.2178,9.6924e-07,-1.5441e-05,4.6907e-06,6.3634e-05,1.3222e-05,0.00048289,0.00074253,0.00018177,-0.003114,-0.00080389,-0.11037,-0.39105,0.50615,-0.36565,-0.11691,-0.0036614,-0.020992,0.0055031,0.024031,0.0025837,-0.0056418,-0.4965,-0.018588,0.49988,0.021625
1,1,1,1,1,1,1,1,1,0.94944,51.866,142.85,279.68,461.52,501.16,613.77,687.99,921.45,959.42,-0.5481,0.14031,0.43376,0.13491,-0.54793,0.43368,-0.45746,-7.1054e-05,0.45508,-0.43374,-0.32325,0.37135,-0.50723,0.37811,-0.32329,0.2151,0.0024808,0.0013235,0.010459,-0.21424,-1.4496e-05,-1.9255e-05,8.6346e-06,2.7398e-05,1.0937e-05,-0.00048216,-0.00069563,1.0318e-05,0.002532,0.00078009,-0.11105,-0.38553,0.50401,-0.37436,-0.10742,-0.0038655,-0.021479,0.0060866,0.024255,0.0023969,0.008381,0.49585,-9.0002e-05,-0.49487,-0.0037325
1,1,1,1,1,1,1,1,1,0.81941,51.863,142.79,279.35,460.37,501.09,612.46,685.05,917.76,953.38,-0.54806,0.14028,0.43373,0.13496,-0.548,-0.43356,0.4572,0.00043519,-0.45507,0.43387,0.32304,-0.37147,0.50661,-0.37634,0.32267,-0.21527,-0.00013213,-0.0057292,-0.0041827,0.21085,2.9173e-05,2.2741e-05,-1.2245e-05,1.9096e-06,-9.8832e-06,0.00046412,0.00060703,-0.00011971,-0.0020704,-0.00077847,-0.11164,-0.38055,0.5019,-0.38181,-0.098493,-0.0040333,-0.021482,0.0065354,0.024056,0.002248,0.0108,0.49514,-0.016591,-0.48935,0.012768
1,1,1,1,1,1,1,1,1,0.88132,51.865,142.82,279.52,460.96,501.13,613.13,686.55,919.67,956.45,-0.54808,0.14029,0.43375,0.13494,-0.54796,-0.43362,0.45733,0.00025076,-0.45508,0.43381,-0.32315,0.37141,-0.50693,0.37724,-0.32299,-0.21519,-0.0013269,-0.0034892,-0.0073746,0.2126,2.1622e-05,2.0963e-05,-1.0395e-05,-1.2692e-05,-1.0321e-05,0.00047545,0.00065778,-7.1613e-05,-0.0022983,-0.00077707,0.11134,0.38309,-0.503,0.37806,0.10309,-0.0039503,-0.021538,0.0063186,0.02421,0.0023191,-0.0095722,-0.49551,0.0082164,0.49228,-0.0043172
1,1,1,1,1,1,1,1,1,0.87811,51.865,142.82,279.51,460.93,501.13,613.1,686.48,919.58,956.3,-0.54808,0.14029,0.43375,0.13494,-0.54796,0.43362,-0.45732,-0.00025979,0.45508,-0.43381,-0.32314,0.37142,-0.50691,0.37719,-0.32298,0.21519,0.0012686,0.0035985,0.0072189,-0.21251,2.1986e-05,2.105e-05,-1.0485e-05,-1.1965e-05,-1.0295e-05,-0.00047501,-0.00065558,7.4326e-05,0.0022868,0.00077703,-0.11136,-0.38297,0.50295,-0.37824,-0.10287,0.0039545,0.021538,-0.0063297,-0.024205,-0.0023154,0.0096322,0.49549,-0.0086259,-0.49215,0.0047268
1,1,1,1,1,1,1,1,1,0.82055,51.863,142.79,279.36,460.38,501.09,612.47,685.08,917.8,953.44,-0.54806,0.14028,0.43373,0.13496,-0.548,-0.43356,0.4572,0.0004316,-0.45507,0.43387,0.32305,-0.37147,0.50662,-0.37635,0.32268,-0.21527,-0.00015545,-0.0056855,-0.004245,0.21088,2.9025e-05,2.2707e-05,-1.2209e-05,1.6304e-06,-9.8901e-06,-0.00046439,-0.00060814,0.00011893,0.0020747,0.0007784,-0.11164,-0.3806,0.50192,-0.38174,-0.098584,0.0040317,0.021485,-0.0065315,-0.02406,-0.0022493,0.010776,0.49515,-0.016428,-0.48941,0.012602
1,1,1,1,1,1,1,1,1,1.0063,51.867,142.87,279.8,461.94,501.19,614.23,689.06,922.73,961.62,-0.54811,0.14032,0.43378,0.1349,-0.5479,-0.43373,0.45755,-6.3401e-05,-0.45509,0.43369,-0.32332,0.3713,-0.50745,0.37875,-0.3235,0.21504,0.0033374,-0.00028577,0.012751,-0.21543,-9.3384e-06,-1.8e-05,7.3454e-06,3.8731e-05,1.1538e-05,-0.00048455,-0.0007168,-4.4294e-05,0.0027139,0.0007852,0.11083,0.38733,-0.50473,0.37157,0.11057,0.0038003,0.021371,-0.0059036,-0.02423,-0.0024575,0.0074941,0.49608,0.0059602,-0.49664,-0.0096243
1,1,1,1,1,1,1,1,1,0.94258,51.866,142.84,279.66,461.47,501.16,613.71,687.85,921.28,959.13,-0.5481,0.14031,0.43376,0.13492,-0.54793,-0.43368,0.45744,8.8159e-05,-0.45508,0.43375,-0.32324,0.37136,-0.5072,0.37802,-0.32326,-0.21511,-0.0023714,-0.0015289,-0.010167,0.21409,1.5163e-05,1.9416e-05,-8.8004e-06,-2.5977e-05,-1.087e-05,0.0004817,0.00069251,-1.6741e-05,-0.0025093,-0.00077962,-0.11108,-0.3853,0.50392,-0.37471,-0.10702,-0.0038737,-0.021489,0.0061094,0.024255,0.0023893,-0.0084941,-0.49581,0.00086172,0.49464,0.0029746
1,1,1,1,1,1,1,1,1,1.1949,51.871,142.92,280.12,463.07,501.27,615.45,691.93,926.04,967.57,-0.54815,0.14035,0.43381,0.13485,-0.54782,-0.43385,0.45781,-0.00043236,-0.4551,0.43354,-0.32352,0.37117,-0.50805,0.3805,-0.32401,-0.21487,-0.0056575,0.0046518,-0.018962,0.21849,3.9406e-06,-1.4689e-05,3.8899e-06,7.1508e-05,1.3844e-05,-0.00048073,-0.00074557,-0.00022902,0.0032395,0.00081166,0.11024,0.39216,-0.50655,0.36384,0.11875,0.0036195,0.020842,-0.0053798,-0.023938,-0.0026203,-0.0050846,-0.49661,-0.022383,0.50073,0.02515
1,1,1,1,1,1,1,1,1,0.89588,51.865,142.83,279.56,461.08,501.14,613.27,686.87,920.07,957.12,-0.54809,0.1403,0.43375,0.13493,-0.54795,-0.43364,0.45736,0.00021046,-0.45508,0.43379,-0.32317,0.3714,-0.507,0.37743,-0.32306,-0.21517,-0.0015865,-0.0030021,-0.0080686,0.21297,2.0002e-05,2.0577e-05,-9.9968e-06,-1.5947e-05,-1.0442e-05,-0.00047732,-0.00066724,5.9073e-05,0.0023497,0.00077737,-0.11127,-0.38364,0.50323,-0.37723,-0.10408,-0.0039316,-0.021534,0.0062681,0.024229,0.002336,0.0093046,0.49559,-0.0063907,-0.49289,0.0024955
1,1,1,1,1,1,1,1,1,1.1385,51.87,142.91,280.04,462.76,501.25,615.12,691.16,925.17,965.97,-0.54814,0.14034,0.4338,0.13486,-0.54784,-0.43382,0.45774,-0.00033249,-0.4551,0.43358,-0.32347,0.37121,-0.50789,0.38003,-0.32388,0.21492,0.005034,-0.0034773,0.017292,-0.21769,4.7791e-07,-1.5565e-05,4.8211e-06,6.2366e-05,1.3126e-05,0.00048317,0.00074184,0.0001743,-0.0030938,-0.00080272,0.1104,0.39087,-0.50608,0.36595,0.1166,-0.0036683,-0.021014,0.0055232,0.024045,0.0025777,-0.0057328,-0.49648,-0.017968,0.49973,0.021046
1,1,1,1,1,1,1,1,1,0.79797,51.862,142.78,279.29,460.15,501.08,612.2,684.48,917.03,952.22,-0.54806,0.14027,0.43373,0.13497,-0.54801,-0.43354,0.45715,0.00050453,-0.45507,0.43389,0.323,-0.3715,0.50649,-0.376,0.32255,-0.2153,0.00031982,-0.0065759,-0.0029758,0.21017,3.2066e-05,2.3414e-05,-1.295e-05,7.2764e-06,-9.7622e-06,0.00045863,0.00058472,-0.00013373,-0.0019881,-0.00078017,-0.11176,-0.37959,0.50147,-0.38322,-0.096724,0.004063,0.021428,-0.0066099,-0.023968,-0.0022248,-0.011263,-0.49499,0.019747,0.48818,-0.015991
1,1,1,1,1,1,1,1,1,1.3294,51.873,142.95,280.31,463.7,501.32,616.1,693.52,927.79,970.88,0.54817,-0.14036,-0.43382,-0.13482,0.54777,0.43392,-0.45796,0.00064181,0.45511,-0.43344,-0.32363,0.37109,-0.50838,0.38148,-0.32427,0.21476,0.006954,-0.0070969,0.022437,-0.22011,1.0894e-05,-1.2898e-05,1.8934e-06,9.1474e-05,1.5537e-05,-0.00047258,-0.00074433,-0.00035401,0.0035525,0.00083459,-0.10991,-0.39483,0.50748,-0.35942,-0.12311,0.0035188,0.020426,-0.0050794,-0.02366,-0.0027037,-0.0037365,-0.49684,-0.031557,0.50255,0.033502
1,1,1,1,1,1,1,1,1,1.0337,51.868,142.88,279.85,462.12,501.21,614.43,689.53,923.29,962.6,-0.54812,0.14032,0.43378,0.13489,-0.54789,-0.43375,0.45759,-0.00012373,-0.45509,0.43367,0.32336,-0.37128,0.50755,-0.37904,0.32359,0.21501,0.0037199,-0.0010048,0.013774,-0.21595,-7.0771e-06,-1.7445e-05,6.7741e-06,4.3915e-05,1.1849e-05,0.00048494,0.00072438,7.1111e-05,-0.0027973,-0.00078829,0.11073,0.38813,-0.50505,0.37031,0.11195,-0.0037708,-0.021306,0.0058196,0.024203,0.0024848,0.0070975,0.49617,0.008665,-0.49738,-0.012229
1,1,1,1,1,1,1,1,1,0.99668,51.867,142.86,279.78,461.87,501.19,614.15,688.88,922.53,961.26,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.1554e-05,-0.45509,0.4337,0.32331,-0.37131,0.50742,-0.37865,0.32346,0.21505,0.0031986,-2.4931e-05,0.012379,-0.21524,1.0166e-05,1.8203e-05,-7.5533e-06,-3.687e-05,-1.1432e-05,0.00048431,0.00071377,3.493e-05,-0.002684,-0.00078421,-0.11087,-0.38704,0.50462,-0.37202,-0.11006,-0.003811,-0.021392,0.0059338,0.024237,0.0024476,-0.0076379,-0.49604,-0.0049791,0.49636,0.0086749
1,1,1,1,1,1,1,1,1,0.91345,51.865,142.83,279.6,461.23,501.15,613.44,687.25,920.55,957.9,-0.54809,0.1403,0.43376,0.13493,-0.54795,-0.43365,0.45739,0.00016324,-0.45508,0.43378,-0.3232,0.37138,-0.50707,0.37766,-0.32314,0.21515,0.0018901,0.0024324,0.0088801,-0.21341,-1.812e-05,-2.0127e-05,9.5325e-06,1.9793e-05,1.0596e-05,-0.00047923,-0.00067761,4.3484e-05,0.0024107,0.000778,0.1112,0.38428,-0.5035,0.37626,0.10522,-0.0039094,-0.021522,0.0062077,0.024244,0.0023563,0.0089914,0.49568,-0.0042539,-0.49358,0.0003731
1,1,1,1,1,1,1,1,1,0.89055,51.865,142.82,279.54,461.04,501.13,613.22,686.76,919.93,956.87,-0.54808,0.1403,0.43375,0.13493,-0.54796,-0.43363,0.45735,0.00022507,-0.45508,0.4338,-0.32316,0.3714,-0.50697,0.37736,-0.32304,0.21517,0.0014924,0.0031786,0.0078171,-0.21284,-2.0588e-05,-2.0717e-05,1.0141e-05,1.4764e-05,1.0397e-05,0.00047667,0.00066388,-6.3702e-05,-0.002331,-0.00077723,0.1113,0.38344,-0.50315,0.37753,0.10372,-0.0039384,-0.021536,0.0062865,0.024222,0.0023299,0.0094015,0.49556,-0.0070524,-0.49267,0.003155
1,1,1,1,1,1,1,1,1,0.89758,51.865,142.83,279.56,461.1,501.14,613.29,686.91,920.12,957.19,-0.54809,0.1403,0.43375,0.13493,-0.54795,-0.43364,0.45736,0.00020582,-0.45508,0.43379,-0.32317,0.3714,-0.507,0.37745,-0.32307,0.21517,0.0016164,0.002946,0.0081485,-0.21302,-1.9816e-05,-2.0533e-05,9.951e-06,1.6324e-05,1.0457e-05,-0.00047752,-0.0006683,5.7583e-05,0.0023557,0.00077742,0.11127,0.3837,-0.50326,0.37714,0.10419,-0.0039294,-0.021533,0.0062622,0.02423,0.002338,-0.0092737,-0.4956,0.0061804,0.49296,-0.0022862
1,1,1,1,1,1,1,1,1,0.91927,51.866,142.84,279.61,461.28,501.15,613.5,687.38,920.7,958.15,-0.54809,0.1403,0.43376,0.13492,-0.54794,-0.43366,0.4574,0.00014792,-0.45508,0.43377,-0.32321,0.37138,-0.5071,0.37773,-0.32316,0.21514,0.0019884,0.0022478,0.0091431,-0.21355,-1.7513e-05,-1.9982e-05,9.3825e-06,2.1048e-05,1.0649e-05,0.00047979,0.00068081,-3.822e-05,-0.0024307,-0.00077827,0.11117,0.38449,-0.50359,0.37594,0.10559,0.0039022,0.021517,-0.0061879,-0.024248,-0.002363,0.0088898,0.49571,-0.0035611,-0.4938,-0.00031284
1,1,1,1,1,1,1,1,1,1.2298,51.871,142.93,280.18,463.24,501.28,615.63,692.37,926.53,968.49,-0.54816,0.14035,0.43381,0.13484,-0.54781,-0.43387,0.45785,-0.00049018,-0.4551,0.43351,0.32355,-0.37115,0.50814,-0.38078,0.32409,0.21484,0.006017,-0.0053293,0.019926,-0.21895,5.9011e-06,-1.4189e-05,3.3473e-06,7.6906e-05,1.4288e-05,0.00047888,0.00074643,0.00026219,-0.003325,-0.00081743,-0.11015,-0.3929,0.50681,-0.36263,-0.11998,-0.0035914,-0.020734,0.0052966,0.023868,0.0026442,0.0047108,0.49668,0.024928,-0.50127,-0.027491
1,1,1,1,1,1,1,1,1,1.0855,51.869,142.89,279.95,462.45,501.23,614.79,690.37,924.27,964.34,-0.54813,0.14033,0.43379,0.13487,-0.54786,-0.43378,0.45767,-0.00023117,-0.45509,0.43363,0.32342,-0.37124,0.50773,-0.37955,0.32374,-0.21496,-0.004398,0.0022802,-0.015589,0.21685,3.1358e-06,1.6469e-05,-5.7657e-06,-5.3306e-05,-1.2467e-05,-0.00048461,-0.00073503,-0.00012226,0.0029484,0.00079499,0.11056,0.38955,-0.50559,0.36807,0.11437,0.0037181,0.021168,-0.0056679,-0.024134,-0.0025331,-0.0063936,-0.49634,-0.013464,0.49864,0.016806
1,1,1,1,1,1,1,1,1,1.0043,51.867,142.87,279.8,461.92,501.19,614.21,689.02,922.69,961.54,-0.54811,0.14032,0.43378,0.1349,-0.5479,0.43373,-0.45755,5.8839e-05,0.45509,-0.43369,-0.32332,0.37131,-0.50744,0.37873,-0.32349,-0.21504,-0.0033084,0.00023132,-0.012673,0.21539,9.5108e-06,1.8042e-05,-7.3888e-06,-3.8342e-05,-1.1515e-05,0.00048451,0.00071618,4.2323e-05,-0.0027076,-0.00078499,-0.11084,-0.38727,0.50471,-0.37167,-0.11046,0.0038026,0.021375,-0.0059099,-0.024231,-0.0024554,-0.0075241,-0.49607,-0.0057554,0.49658,0.0094263
1,1,1,1,1,1,1,1,1,0.80071,51.863,142.78,279.3,460.18,501.08,612.23,684.56,917.12,952.37,-0.54806,0.14027,0.43373,0.13497,-0.54801,-0.43354,0.45715,0.00049552,-0.45507,0.43389,0.32301,-0.37149,0.50651,-0.37604,0.32256,-0.21529,0.00026101,-0.0064658,-0.0031329,0.21026,3.1689e-05,2.3326e-05,-1.2858e-05,6.5827e-06,-9.7767e-06,-0.00045938,-0.00058772,0.00013204,0.0019987,0.00077991,0.11174,0.37972,-0.50152,0.38303,0.096955,-0.0040592,-0.021436,0.0066004,0.023981,0.0022277,-0.011202,-0.49501,0.019336,0.48834,-0.015571
1,1,1,1,1,1,1,1,1,0.66988,51.858,142.71,278.85,458.57,500.99,610.29,680.41,911.49,943.98,0.54801,-0.14024,-0.43369,-0.13504,0.54811,-0.43338,0.4568,0.00099366,-0.45504,0.43403,0.32272,-0.37165,0.50564,-0.37357,0.32158,-0.2155,0.0035482,-0.012616,0.0056372,0.20514,5.3043e-05,2.8149e-05,-1.8005e-05,4.3281e-05,-9.3799e-06,-0.00039924,-0.00037461,0.00016472,0.0014658,0.00080968,0.11258,0.37267,-0.4982,0.39291,0.083656,-0.0042405,-0.020453,0.0069791,0.02283,0.0021557,0.014533,0.49389,-0.042023,-0.47886,0.039305
1,1,1,1,1,1,1,1,1,1.3191,51.872,142.95,280.3,463.65,501.31,616.05,693.41,927.67,970.65,-0.54817,0.14036,0.43382,0.13482,-0.54778,0.43391,-0.45795,0.00062702,0.45511,-0.43345,-0.32363,0.37109,-0.50836,0.38142,-0.32425,0.21477,0.006863,-0.0069251,0.022193,-0.22,-1.0416e-05,1.3023e-05,-2.0381e-06,-9.0025e-05,-1.5411e-05,0.00047329,0.00074481,0.00034476,-0.0035301,-0.00083279,-0.10993,-0.39465,0.50741,-0.35973,-0.12281,-0.0035258,-0.020457,0.0051005,0.023682,0.0026981,-0.0038311,-0.49683,-0.030913,0.50244,0.032924
1,1,1,1,1,1,1,1,1,0.97416,51.867,142.86,279.73,461.71,501.18,613.97,688.47,922.03,960.4,-0.54811,0.14031,0.43377,0.13491,-0.54791,-0.4337,0.4575,1.0991e-05,-0.45509,0.43372,-0.32328,0.37133,-0.50733,0.37839,-0.32338,-0.21508,-0.0028642,-0.00060344,-0.011485,0.21477,1.2172e-05,1.8692e-05,-8.0558e-06,-3.2424e-05,-1.119e-05,-0.0004835,-0.00070583,-1.3181e-05,0.0026126,0.00078207,0.11095,0.38633,-0.50434,0.37312,0.10884,0.0038365,0.021437,-0.0060057,-0.02425,-0.0024238,0.0079843,0.49595,0.0026163,-0.49568,-0.0063788
1,1,1,1,1,1,1,1,1,0.97772,51.867,142.86,279.74,461.73,501.18,614,688.53,922.11,960.54,-0.54811,0.14031,0.43377,0.1349,-0.54791,-0.43371,0.4575,2.5439e-06,-0.45509,0.43372,-0.32329,0.37133,-0.50734,0.37843,-0.3234,-0.21507,-0.002918,-0.00050232,-0.011629,0.21485,1.1848e-05,1.8613e-05,-7.9748e-06,-3.3136e-05,-1.1228e-05,-0.00048365,-0.00070717,-1.6603e-05,0.002624,0.00078239,0.11094,0.38645,-0.50438,0.37294,0.10904,-0.0038324,-0.02143,0.0059942,0.024248,0.0024276,-0.0079286,-0.49597,-0.0029964,0.49579,0.0067492
1,1,1,1,1,1,1,1,1,0.77643,51.862,142.77,279.23,459.92,501.07,611.92,683.89,916.24,951,-0.54805,0.14027,0.43372,0.13498,-0.54803,-0.43352,0.45709,0.00057739,-0.45506,0.43391,0.32296,-0.37152,0.50637,-0.37564,0.32241,0.21533,-0.00079621,0.0074682,0.0017039,-0.20945,3.5132e-05,2.4122e-05,-1.3696e-05,1.2843e-05,-9.6574e-06,0.00045211,0.00055934,-0.00014598,-0.0019037,-0.00078263,-0.11188,-0.37857,0.50101,-0.38468,-0.094843,0.0040933,0.02135,-0.0066832,-0.023857,-0.0022031,-0.011749,-0.49484,0.023064,0.48691,-0.019402
