k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
1,1,0.69907,1,1,1,1,1,1,1,51.049,137.27,271.15,457.34,493.53,590.58,680.85,905.25,938.9,0.55995,-0.15595,-0.42919,-0.12842,0.54095,-0.43709,0.48239,-0.033322,-0.44023,0.43189,-0.30135,0.36352,-0.50925,0.39678,-0.33353,-0.20269,-0.016677,0.017958,-0.023098,0.22006,0.00019929,-0.00040765,0.00036703,-1.8649e-05,-0.0003215,0.00051826,0.00028633,6.7925e-05,-0.0015738,-0.00078748,-0.11867,-0.41912,0.49224,-0.3556,-0.11127,-0.0032801,-0.013973,0.0035065,0.016261,0.0023421,-0.018776,-0.50648,-0.062498,0.49384,0.016684
1,1,0.81172,1,1,1,1,1,1,1,51.419,139.71,274.71,459.22,496.84,600.95,684.38,912.49,948.12,-0.55467,0.14893,0.43128,0.13133,-0.54411,0.43617,-0.472,0.018929,0.44662,-0.43246,0.31097,-0.36735,0.5087,-0.38915,0.32918,-0.20764,-0.010752,0.010545,-0.018696,0.21817,1.5409e-05,-0.00019653,0.00017007,2.2438e-05,-9.8311e-05,-0.00048507,-0.00062603,0.00011007,0.001954,0.00073285,0.11532,0.40534,-0.49773,0.36262,0.11081,-0.003503,-0.01708,0.0043461,0.019586,0.0024019,-0.014175,-0.50314,-0.039097,0.49467,0.013539
1,1,1.0718,1,1,1,1,1,1,1,52.001,143.84,281.49,462.79,502.56,618.23,690.37,925.91,965.85,-0.54613,0.13774,0.43451,0.13596,-0.54902,0.43268,-0.45282,-0.0058853,0.45776,-0.43419,0.3271,-0.37227,0.50688,-0.37529,0.3217,0.21761,0.00093943,0.0033565,0.010449,-0.2143,3.3889e-05,1.3663e-05,-1.6054e-05,3.0086e-05,7.0178e-06,-0.00049009,-0.00065564,-0.00019168,0.0029956,0.00083,-0.10944,-0.38138,0.50677,-0.37478,-0.11006,-0.0039013,-0.022764,0.0065474,0.025746,0.0024578,-0.0053963,-0.49306,0.0061029,0.49719,0.0074689
1,1,0.99884,1,1,1,1,1,1,1,51.865,142.85,279.76,461.88,501.17,614.11,688.92,922.54,961.31,-0.54815,0.14036,0.43376,0.13488,-0.54788,-0.43374,0.45762,-0.00015017,-0.45504,0.43369,-0.32325,0.37129,-0.50744,0.37874,-0.32351,-0.21501,-0.0032863,0.00017386,-0.012543,0.21532,1.0405e-05,1.8775e-05,-8.006e-06,-3.7586e-05,-1.1389e-05,-0.00048432,-0.00071548,-3.603e-05,0.0026895,0.00078389,0.11088,0.38724,-0.50462,0.37182,0.11024,-0.0038057,-0.021361,0.0059133,0.024209,0.0024509,0.0076247,0.4961,0.0055111,-0.49645,-0.0090309
1,1,1.1235,1,1,1,1,1,1,1,52.087,144.49,282.64,463.4,503.47,620.89,691.31,928.14,968.89,-0.54484,0.13607,0.43498,0.13666,-0.54975,0.43192,-0.44964,-0.0098132,0.45953,-0.43453,0.32958,-0.37282,0.50648,-0.37302,0.32053,-0.21937,0.00057592,-0.0057115,-0.0090513,0.21361,-7.6875e-05,-2.8194e-05,2.3379e-05,-2.1378e-05,5.5841e-06,-0.00049464,-0.00059293,-0.0003251,0.0032156,0.000868,0.1085,0.37755,-0.50815,0.37671,0.10994,0.0039623,0.023676,-0.0069973,-0.026755,-0.0024598,0.0039166,0.49085,-0.013892,-0.49772,-0.0064195
1,1,1.1676,1,1,1,1,1,1,1,52.155,145,283.59,463.9,504.2,623,692.07,929.95,971.37,0.54381,-0.13474,-0.43535,-0.13721,0.55032,0.43126,-0.44707,-0.012968,0.46096,-0.43482,0.33155,-0.37322,0.50613,-0.37118,0.31959,0.22082,-0.0017866,0.0076377,0.007908,-0.21304,-0.00011963,-3.6091e-05,2.4236e-05,-1.2041e-05,2.1149e-05,0.00049855,0.00052884,0.00045164,-0.0034051,-0.00090317,0.10774,0.37447,-0.50925,0.37827,0.10985,0.0040103,0.024407,-0.0073806,-0.027569,-0.0024598,-0.0027122,-0.48894,0.020284,0.49817,0.0055568
1,1,0.77141,1,1,1,1,1,1,1,51.298,138.9,273.48,458.57,495.73,597.49,683.2,910.02,944.94,-0.55641,0.15124,0.4306,0.13038,-0.54307,-0.43657,0.47555,-0.02376,-0.44446,0.43223,-0.30775,0.36614,-0.50892,0.39175,-0.33064,0.20592,0.012719,-0.013081,0.0202,-0.21883,6.1317e-05,-0.00026045,0.00023012,1.0908e-05,-0.0001589,0.00049225,0.00053755,-7.531e-05,-0.0018107,-0.00074204,-0.11645,-0.40997,0.4959,-0.36026,-0.11096,0.0034265,0.016016,-0.0040324,-0.018447,-0.0023837,-0.015761,-0.50444,-0.047163,0.49434,0.014622
1,1,0.98184,1,1,1,1,1,1,1,51.831,142.6,279.34,461.66,500.82,613.08,688.56,921.72,960.21,-0.54865,0.14102,0.43357,0.13461,-0.54759,-0.43398,0.4588,-0.0016472,-0.45437,0.43357,-0.32229,0.37103,-0.50756,0.37959,-0.32396,0.21438,0.0038721,-0.0010337,0.013053,-0.21556,1.7367e-05,2.8707e-05,-1.6257e-05,-3.8412e-05,-9.6003e-06,0.00048321,0.00072354,6.2384e-06,-0.0026193,-0.00077473,-0.11123,-0.38869,0.50408,-0.37108,-0.11029,-0.0037817,-0.021014,0.0057663,0.023831,0.0024484,0.0081686,0.49679,0.0083272,-0.49628,-0.0094092
1,1,1.1018,1,1,1,1,1,1,1,52.052,144.22,282.17,463.15,503.09,619.8,690.93,927.22,967.63,-0.54537,0.13675,0.43478,0.13637,-0.54945,0.43224,-0.45095,-0.008201,0.45881,-0.43439,0.32857,-0.3726,0.50665,-0.37395,0.32101,0.21864,4.4954e-05,0.0047392,0.0096283,-0.2139,5.7866e-05,2.2859e-05,-2.1196e-05,2.5334e-05,5.0499e-07,-0.00049271,-0.00062095,-0.00026717,0.0031233,0.00085163,-0.10888,-0.37912,0.50759,-0.37592,-0.10999,0.0039374,0.023302,-0.006809,-0.02634,-0.0024592,0.0045266,0.49178,-0.010673,-0.4975,-0.0068535
1,1,0.834,1,1,1,1,1,1,1,51.481,140.14,275.36,459.56,497.42,602.75,684.99,913.81,949.82,-0.55376,0.14773,0.43163,0.13183,-0.54464,-0.43592,0.47011,-0.016395,-0.44775,0.4326,0.31264,-0.36795,0.50857,-0.38778,0.32841,0.20857,0.0097288,-0.0091954,0.017894,-0.21781,-2.2848e-06,-0.00016591,0.00014131,2.7397e-05,-7.205e-05,-0.00048267,-0.00066191,0.00011736,0.0020361,0.00073168,-0.11472,-0.40291,0.49868,-0.36386,-0.11074,-0.0035436,-0.017646,0.0045244,0.020193,0.0024107,-0.013326,-0.50238,-0.034776,0.49487,0.012959
1,1,1.3361,1,1,1,1,1,1,1,52.379,146.72,286.87,465.66,506.66,629.96,694.61,936.16,980.03,0.54044,-0.1304,-0.43655,-0.139,0.55218,-0.42882,0.43826,0.023554,-0.46573,0.43587,0.338,-0.3742,0.5048,-0.3649,0.3165,0.22597,-0.0058101,0.014341,0.003925,-0.211,-0.00031811,-3.7987e-05,-8.0167e-06,3.5938e-05,0.00010782,-0.00051178,-0.0002236,-0.0010116,0.0041305,0.0010524,-0.10519,-0.36409,0.51286,-0.38349,-0.10952,-0.0041646,-0.026828,0.0088152,0.030311,0.0024495,0.0014209,-0.48153,0.042652,0.49985,0.002525
1,1,1.183,1,1,1,1,1,1,1,52.178,145.18,283.91,464.07,504.44,623.71,692.32,930.57,972.22,-0.54347,0.1343,0.43547,0.13739,-0.55051,0.43104,-0.4462,-0.014029,0.46143,-0.43492,0.33221,-0.37334,0.50601,-0.37055,0.31928,-0.22132,0.0021927,-0.0082927,-0.007519,0.21284,-0.00013568,-3.7991e-05,2.3484e-05,-8.412e-06,2.746e-05,-0.0004999,-0.00050452,-0.00049822,0.0034715,0.00091595,-0.10748,-0.37343,0.50962,-0.37879,-0.10981,-0.0040263,-0.024653,0.007514,0.027843,0.0024595,0.002304,0.48826,-0.022462,-0.49833,-0.0052625
1,1,0.91997,1,1,1,1,1,1,1,51.697,141.64,277.75,460.82,499.49,609.07,687.17,918.57,956.04,-0.55062,0.1436,0.43283,0.13354,-0.54646,-0.43484,0.46329,-0.007418,-0.45177,0.43316,-0.31854,0.36992,-0.508,0.38283,-0.32569,0.21203,0.0061445,-0.0042922,0.014986,-0.21648,-2.9453e-05,-7.3942e-05,5.6061e-05,3.8046e-05,-8.278e-06,-0.00048048,-0.0007297,7.767e-05,0.0023685,0.00074771,-0.1126,-0.39426,0.50199,-0.36825,-0.11046,0.0036886,0.019683,-0.005237,-0.022387,-0.0024365,0.010231,0.49923,0.018951,-0.49566,-0.010836
1,1,1.007,1,1,1,1,1,1,1,51.881,142.97,279.96,461.98,501.33,614.6,689.09,922.93,961.84,-0.54791,0.14005,0.43385,0.13501,-0.54802,-0.43362,0.45706,0.00055916,-0.45536,0.43375,0.32371,-0.37141,0.50738,-0.37834,0.32329,-0.21531,-0.0030093,-0.0002357,-0.0123,0.2152,-6.5504e-06,-1.433e-05,4.4056e-06,3.7055e-05,1.1834e-05,-0.0004849,-0.00071073,-5.1341e-05,0.0027236,0.00078855,0.11071,0.38655,-0.50488,0.37217,0.11022,0.003817,0.021526,-0.0059843,-0.024389,-0.0024519,0.0073658,0.49576,0.0041679,-0.49653,-0.0088504
1,1,1.1276,1,1,1,1,1,1,1,52.094,144.54,282.73,463.45,503.54,621.09,691.39,928.32,969.12,-0.54474,0.13594,0.43501,0.13671,-0.5498,0.43186,-0.4494,-0.010116,0.45967,-0.43456,-0.32977,0.37286,-0.50645,0.37284,-0.32044,0.21951,-0.00069221,0.0058948,0.0089426,-0.21356,-8.0653e-05,-2.9097e-05,2.3659e-05,-2.0575e-05,6.8674e-06,-0.000495,-0.00058731,-0.00033647,0.0032333,0.00087119,-0.10842,-0.37726,0.50826,-0.37686,-0.10993,-0.0039669,-0.023746,0.0070331,0.026833,0.0024598,0.0038017,0.49067,-0.014499,-0.49777,-0.0063375
1,1,0.87482,1,1,1,1,1,1,1,51.588,140.88,276.52,460.17,498.44,605.87,686.06,916.13,952.84,-0.55221,0.14568,0.43223,0.13268,-0.54554,-0.43543,0.46678,-0.011982,-0.44972,0.43286,-0.31555,0.36896,-0.50831,0.38536,-0.32707,-0.21024,-0.0079589,0.006809,-0.016479,0.21717,2.2585e-05,0.00011745,-9.6035e-05,-3.4056e-05,3.5094e-05,0.00048047,0.00070688,-0.00011102,-0.0021912,-0.00073562,-0.11368,-0.39866,0.50031,-0.36602,-0.1106,0.0036148,0.018641,-0.0048585,-0.021263,-0.0024244,-0.011822,-0.50093,-0.0271,0.49524,0.011929
1,1,0.66001,1,1,1,1,1,1,1,50.895,136.3,269.8,456.62,492.21,586.42,679.43,902.48,935.43,-0.56211,0.15886,0.42831,0.12722,-0.53963,-0.43722,0.48636,-0.039033,-0.43772,0.43176,-0.29752,0.36184,-0.50937,0.39973,-0.33525,0.20088,0.019086,-0.02079,0.024782,-0.22075,-0.0003118,0.000508,-0.00045866,3.958e-05,0.00044737,0.00054267,8.9159e-05,0.00019616,-0.0014593,-0.00083231,0.11999,0.42458,-0.49002,0.35281,0.11146,0.0031971,0.012797,-0.0032476,-0.015001,-0.0023144,-0.020498,-0.5074,-0.071282,0.49362,0.017867
1,1,1.0854,1,1,1,1,1,1,1,52.024,144.02,281.8,462.95,502.8,618.95,690.62,926.51,966.66,-0.54578,0.13729,0.43463,0.13615,-0.54922,0.43248,-0.45196,-0.0069429,0.45824,-0.43428,0.32777,-0.37243,0.50678,-0.37468,0.32138,-0.21808,-0.00053053,-0.003986,-0.010075,0.21412,-4.4354e-05,-1.8087e-05,1.8692e-05,-2.805e-05,-4.3718e-06,-0.00049126,-0.00064061,-0.00022504,0.0030532,0.00083961,-0.10918,-0.38035,0.50715,-0.3753,-0.11003,-0.0039178,-0.023009,0.0066656,0.026017,0.0024586,-0.0050001,-0.49248,0.0081819,0.49733,0.007189
1,1,1.0024,1,1,1,1,1,1,1,51.872,142.9,279.85,461.92,501.24,614.33,688.99,922.71,961.54,-0.54804,0.14023,0.4338,0.13494,-0.54794,-0.43369,0.45737,0.00016147,-0.45518,0.43371,-0.32345,0.37135,-0.50741,0.37856,-0.32341,-0.21514,-0.0031646,-5.9051e-06,-0.012436,0.21527,8.7554e-06,1.6802e-05,-6.3995e-06,-3.7364e-05,-1.1616e-05,-0.00048457,-0.00071347,-4.2661e-05,0.0027044,0.00078592,0.1108,0.38693,-0.50473,0.37197,0.11023,0.0038106,0.021433,-0.0059444,-0.024288,-0.0024513,-0.0075111,-0.49595,-0.0049217,0.49648,0.0089517
1,1,0.75042,1,1,1,1,1,1,1,51.23,138.45,272.82,458.23,495.12,595.59,682.55,908.68,943.23,-0.55738,0.15252,0.43022,0.12984,-0.5425,-0.43675,0.47747,-0.02641,-0.44329,0.43212,-0.30598,0.36544,-0.50903,0.39316,-0.33144,-0.205,-0.013807,0.01445,-0.021014,0.21918,-9.3272e-05,0.00029854,-0.00026577,-3.5377e-06,0.00019815,-0.00049778,-0.00047798,4.516e-05,0.001739,0.00075099,0.11707,0.41251,-0.4949,0.35897,0.11105,-0.0033851,-0.015441,0.0038745,0.017832,0.0023728,-0.016613,-0.50508,-0.051495,0.49418,0.015204
1,1,1.2915,1,1,1,1,1,1,1,52.325,146.3,286.05,465.22,506.05,628.27,693.99,934.62,977.86,0.54126,-0.13145,-0.43626,-0.13857,0.55174,-0.42946,0.44045,0.020955,-0.46456,0.43561,0.33644,-0.37401,0.50515,-0.36646,0.31725,0.22466,-0.0048274,0.012659,0.004925,-0.21152,-0.00026138,-4.1031e-05,5.1366e-06,2.1651e-05,8.1703e-05,0.00050866,0.0003115,0.00085393,-0.0039389,-0.0010112,-0.10582,-0.36664,0.51199,-0.38221,-0.1096,0.0041278,0.02624,-0.0084413,-0.029637,-0.0024536,-0.00039402,0.48349,-0.037025,-0.49942,-0.0032898
1,1,1.1083,1,1,1,1,1,1,1,52.063,144.3,282.31,463.22,503.21,620.13,691.04,927.5,968.01,-0.54521,0.13654,0.43484,0.13646,-0.54954,0.43214,-0.45055,-0.0086896,0.45903,-0.43443,0.32888,-0.37267,0.5066,-0.37367,0.32086,0.21886,-0.00014337,0.0050331,0.009454,-0.21381,6.3425e-05,2.4569e-05,-2.198e-05,2.4192e-05,-1.2063e-06,0.00049329,0.00061279,0.00028425,-0.0031509,-0.00085648,-0.10876,-0.37865,0.50776,-0.37616,-0.10998,-0.0039449,-0.023415,0.0068655,0.026466,0.0024594,-0.0043421,-0.4915,0.011645,0.49757,0.0067224
1,1,0.97301,1,1,1,1,1,1,1,51.813,142.47,279.12,461.54,500.64,612.53,688.37,921.28,959.63,-0.54892,0.14137,0.43347,0.13446,-0.54744,-0.43411,0.45942,-0.0024387,-0.45401,0.43351,0.32178,-0.37088,0.50763,-0.38004,0.32419,0.21405,0.0041824,-0.0014858,0.013321,-0.21569,-2.0409e-05,-3.4259e-05,2.0974e-05,3.8691e-05,8.1851e-06,-0.00048268,-0.00072672,8.1477e-06,0.0025831,0.00077024,0.11142,0.38945,-0.5038,0.37069,0.11031,-0.003769,-0.020831,0.0056903,0.023632,0.002447,0.0084547,0.49715,0.009806,-0.49619,-0.0096079
1,1,1.1188,1,1,1,1,1,1,1,52.08,144.43,282.54,463.35,503.39,620.65,691.23,927.94,968.62,-0.54495,0.13621,0.43494,0.1366,-0.54968,-0.43199,0.44992,0.0094666,-0.45938,0.4345,0.32936,-0.37278,0.50652,-0.37322,0.32063,0.21921,-0.00044258,0.0055018,0.0091758,-0.21367,7.2627e-05,2.7121e-05,-2.3008e-05,2.2274e-05,-4.1682e-06,-0.00049422,-0.00059922,-0.00031227,0.0031955,0.00086439,0.10858,0.37789,-0.50803,0.37654,0.10995,0.0039569,0.023596,-0.0069564,-0.026666,-0.0024597,-0.004048,-0.49105,0.013197,0.49767,0.0065131
1,1,1.0103,1,1,1,1,1,1,1,51.888,143.01,280.04,462.02,501.39,614.79,689.16,923.09,962.05,-0.54781,0.13993,0.43389,0.13506,-0.54807,-0.43358,0.45684,0.00084135,-0.45549,0.43377,-0.32389,0.37146,-0.50735,0.37818,-0.32321,-0.21543,-0.0028992,-0.00039901,-0.012203,0.21515,4.9176e-06,1.2609e-05,-3.0293e-06,-3.6819e-05,-1.1939e-05,0.00048514,0.00070867,5.7649e-05,-0.0027373,-0.00079046,-0.11064,-0.38627,0.50498,-0.3723,-0.11021,0.0038215,0.021591,-0.0060128,-0.02446,-0.0024523,0.0072626,0.49563,0.003632,-0.49656,-0.0087784
1,1,0.87968,1,1,1,1,1,1,1,51.601,140.96,276.65,460.24,498.56,606.23,686.19,916.4,953.19,-0.55203,0.14545,0.4323,0.13277,-0.54565,-0.43537,0.4664,-0.011475,-0.44995,0.43289,-0.31589,0.36907,-0.50828,0.38508,-0.32692,-0.21044,-0.0077567,0.0065322,-0.016314,0.21709,-2.4058e-05,-0.00011229,9.1246e-05,3.4649e-05,-3.1552e-05,-0.00048036,-0.00071061,0.0001087,0.00221,0.00073656,-0.11356,-0.39817,0.5005,-0.36627,-0.11058,0.003623,0.018756,-0.0048988,-0.021387,-0.0024258,0.011647,0.50075,0.026206,-0.49528,-0.011809
1,1,0.69405,1,1,1,1,1,1,1,51.03,137.15,270.98,457.25,493.36,590.07,680.67,904.9,938.46,0.56021,-0.15631,-0.42908,-0.12827,0.54079,-0.43712,0.48289,-0.034033,-0.43992,0.43187,-0.30088,0.36332,-0.50926,0.39715,-0.33374,-0.20246,-0.016975,0.018314,-0.023309,0.22015,0.00021206,-0.00041965,0.00037807,-2.1143e-05,-0.00033596,0.00052091,0.00026367,8.2245e-05,-0.0015585,-0.00079233,-0.11884,-0.4198,0.49196,-0.35525,-0.11129,-0.0032696,-0.013825,0.0034721,0.016102,0.0023388,0.018994,0.50661,0.063607,-0.49381,-0.016833
1,1,0.90702,1,1,1,1,1,1,1,51.667,141.43,277.4,460.64,499.2,608.18,686.86,917.89,955.14,-0.55106,0.14418,0.43267,0.1333,-0.54621,-0.43501,0.46427,-0.0086953,-0.4512,0.43307,0.31771,-0.36966,0.50809,-0.38354,0.32608,-0.21152,-0.0066508,0.0050018,-0.015407,0.21667,-2.8985e-05,-8.5435e-05,6.652e-05,3.7243e-05,-1.4637e-05,0.00048026,0.00072576,-8.985e-05,-0.002317,-0.00074351,-0.11291,-0.3955,0.50152,-0.36763,-0.1105,-0.003668,-0.01939,0.0051276,0.022071,0.0024333,-0.01068,-0.49973,-0.021254,0.49554,0.011145
1,1,1.0661,1,1,1,1,1,1,1,51.991,143.77,281.36,462.72,502.45,617.93,690.26,925.66,965.51,-0.54628,0.13794,0.43445,0.13588,-0.54894,-0.43276,0.45318,0.0054329,-0.45756,0.43415,-0.32682,0.3722,-0.50693,0.37555,-0.32183,-0.21741,-0.0011146,-0.0030882,-0.010608,0.21438,-2.966e-05,-1.1656e-05,1.4778e-05,-3.0889e-05,-7.9803e-06,0.00048959,0.00066165,0.00017798,-0.0029713,-0.00082603,-0.10954,-0.38182,0.50661,-0.37456,-0.11007,-0.0038942,-0.022658,0.0064975,0.02563,0.0024575,-0.0055653,-0.4933,0.0052176,0.49713,0.0075881
1,1,0.79881,1,1,1,1,1,1,1,51.381,139.46,274.32,459.02,496.49,599.87,684.01,911.71,947.12,-0.55521,0.14964,0.43107,0.13104,-0.54379,-0.4363,0.47312,-0.020441,-0.44594,0.43238,0.30996,-0.36698,0.50877,-0.38997,0.32963,-0.2071,-0.011365,0.011344,-0.01917,0.21838,-2.8057e-05,0.00021575,-0.00018814,-1.9112e-05,0.00011577,-0.00048694,-0.00060117,0.00010208,0.0019074,0.00073474,-0.11567,-0.40679,0.49716,-0.36188,-0.11086,0.003479,0.016745,-0.0042443,-0.019227,-0.0023964,0.014675,0.50357,0.041644,-0.49456,-0.013881
1,1,0.78771,1,1,1,1,1,1,1,51.348,139.23,273.98,458.84,496.19,598.92,683.69,911.03,946.24,-0.55569,0.15028,0.43088,0.13077,-0.5435,-0.43642,0.47409,-0.021767,-0.44535,0.43232,0.30908,-0.36665,0.50884,-0.39068,0.33004,0.20662,0.011905,-0.012041,0.019583,-0.21856,4.0444e-05,-0.00023321,0.00020454,1.5978e-05,-0.00013221,0.00048885,0.00057723,-9.2886e-05,-0.0018678,-0.00073714,-0.11599,-0.40806,0.49666,-0.36123,-0.1109,-0.0034579,-0.016453,0.0041578,0.018914,0.0023914,0.015111,0.50393,0.043862,-0.49447,-0.014179
1,1,1.282,1,1,1,1,1,1,1,52.313,146.21,285.87,465.12,505.92,627.89,693.85,934.28,977.39,0.54144,-0.13168,-0.4362,-0.13847,0.55164,-0.42959,0.44093,0.020384,-0.4643,0.43555,0.3361,-0.37396,0.50523,-0.3668,0.31742,0.22438,-0.0046111,0.012293,0.0051427,-0.21163,0.00024963,4.1393e-05,-7.5561e-06,-1.874e-05,-7.6384e-05,-0.00050796,-0.00032967,-0.00082111,0.003898,0.0010025,0.10595,0.3672,-0.51179,0.38193,0.10962,-0.0041196,-0.02611,0.008361,0.029489,0.0024543,-0.00016947,0.48391,-0.035802,-0.49932,-0.003456
1,1,1.1375,1,1,1,1,1,1,1,52.109,144.66,282.95,463.56,503.7,621.57,691.56,928.73,969.69,-0.54451,0.13564,0.4351,0.13684,-0.54993,0.43171,-0.44881,-0.010836,0.45999,-0.43462,0.33022,-0.37296,0.50637,-0.37242,0.32023,0.21984,-0.00096892,0.0063323,0.0086829,-0.21343,8.9923e-05,3.1122e-05,-2.4157e-05,1.8586e-05,-1.0102e-05,-0.00049589,-0.0005735,-0.00036418,0.0032758,0.00087894,-0.10825,-0.37655,0.50851,-0.37722,-0.10991,-0.0039779,-0.023914,0.0071193,0.027018,0.0024599,0.0035277,0.49024,-0.01595,-0.49787,-0.0061418
1,1,1.1589,1,1,1,1,1,1,1,52.142,144.9,283.4,463.8,504.06,622.59,691.92,929.6,970.89,-0.54401,0.135,0.43528,0.1371,-0.55021,0.43139,-0.44757,-0.012355,0.46068,-0.43477,0.33117,-0.37315,0.5062,-0.37153,0.31977,0.22054,-0.001552,0.0072612,0.0081315,-0.21315,0.00011075,3.4821e-05,-2.443e-05,1.4023e-05,-1.7751e-05,0.00049778,0.00054225,0.00042568,-0.0033674,-0.00089601,0.10789,0.37507,-0.50904,0.37797,0.10986,-0.0040011,-0.024266,0.0073046,0.027411,0.0024599,0.0029471,0.48932,-0.019033,-0.49808,-0.0057257
1,1,0.60675,1,1,1,1,1,1,1,50.656,134.83,267.87,455.58,490.24,580.17,677.3,898.48,930.47,-0.56543,0.16333,0.42694,0.12536,-0.53759,-0.43716,0.49209,-0.047546,-0.43401,0.43169,-0.29179,0.35917,-0.50946,0.40402,-0.33779,-0.19833,-0.022746,0.024909,-0.027235,0.22172,-0.00052216,0.00067347,-0.00060622,7.3612e-05,0.0006782,-0.00059371,0.00026828,-0.00043965,0.0013218,0.00092481,0.12194,0.4327,-0.48665,0.34867,0.11175,0.0030817,0.011108,-0.0029312,-0.013188,-0.0022697,0.022958,0.50839,0.083893,-0.49342,-0.019572
1,1,0.88757,1,1,1,1,1,1,1,51.62,141.1,276.87,460.36,498.74,606.8,686.38,916.83,953.76,-0.55175,0.14508,0.43241,0.13293,-0.54581,0.43527,-0.46578,0.010661,0.45032,-0.43294,0.31642,-0.36924,0.50823,-0.38463,0.32667,-0.21075,-0.0074322,0.006086,-0.01605,0.21697,-2.6054e-05,-0.00010416,8.373e-05,3.5526e-05,-2.6159e-05,0.00048025,0.00071598,-0.00010425,-0.0022406,-0.00073828,-0.11337,-0.39739,0.5008,-0.36666,-0.11056,-0.0036362,-0.018942,0.0049645,0.021587,0.0024281,0.011365,0.50046,0.024764,-0.49535,-0.011616
1,1,1.2582,1,1,1,1,1,1,1,52.282,145.97,285.41,464.88,505.58,626.94,693.5,933.42,976.18,0.5419,-0.13228,-0.43603,-0.13822,0.55138,-0.42994,0.44215,0.01892,-0.46364,0.4354,-0.33521,0.37384,-0.50542,0.36767,-0.31784,-0.22366,0.0040558,-0.011359,-0.0056976,0.21191,0.00022064,4.1821e-05,-1.3002e-05,-1.1637e-05,-6.3434e-05,-0.00050613,-0.00037441,-0.00073987,0.0037952,0.00098104,-0.10631,-0.36864,0.5113,-0.3812,-0.10966,0.0040985,0.025776,-0.0081585,-0.02911,-0.002456,0.00040471,0.48496,-0.032682,-0.49909,-0.0038791
1,1,1.0637,1,1,1,1,1,1,1,51.986,143.74,281.3,462.69,502.41,617.8,690.22,925.55,965.36,-0.54634,0.13802,0.43443,0.13585,-0.5489,-0.4328,0.45333,0.0052461,-0.45747,0.43413,-0.3267,0.37217,-0.50694,0.37566,-0.32189,0.21733,0.0011869,0.0029776,0.010674,-0.21441,2.7956e-05,1.0806e-05,-1.4226e-05,3.1209e-05,8.3481e-06,0.00048939,0.00066407,0.00017242,-0.0029614,-0.00082442,-0.10959,-0.382,0.50655,-0.37447,-0.11008,0.0038912,0.022615,-0.006477,-0.025582,-0.0024573,0.005635,0.4934,-0.0048527,-0.49711,-0.0076372
1,1,0.6309,1,1,1,1,1,1,1,50.769,135.52,268.76,456.06,491.16,583.09,678.3,900.33,932.76,-0.56387,0.16122,0.42759,0.12624,-0.53855,-0.43723,0.48945,-0.043576,-0.43574,0.4317,-0.29446,0.36044,-0.50943,0.40203,-0.33661,-0.1995,-0.021028,0.023002,-0.026099,0.22128,-0.00041762,0.00059404,-0.00053595,5.7434e-05,0.00056389,-0.00056756,9.2242e-05,-0.00031872,0.0013812,0.00087775,-0.12103,-0.42891,0.48823,-0.3506,-0.11161,0.0031342,0.011886,-0.0030688,-0.014024,-0.002291,-0.021827,-0.50798,-0.078081,0.4935,0.018785
1,1,1.1883,1,1,1,1,1,1,1,52.186,145.24,284.02,464.13,504.53,623.94,692.41,930.77,972.5,0.54335,-0.13415,-0.43551,-0.13745,0.55058,0.43096,-0.4459,-0.014385,0.4616,-0.43496,0.33243,-0.37338,0.50597,-0.37035,0.31918,0.22149,-0.0023287,0.0085132,0.0073881,-0.21277,0.00014125,3.8543e-05,-2.3112e-05,7.1384e-06,-2.9697e-05,0.00050035,0.00049605,0.0005143,-0.003494,-0.00092034,0.1074,0.37308,-0.50974,0.37897,0.1098,-0.0040317,-0.024735,0.0075592,0.027935,0.0024594,-0.0021668,-0.48803,0.023196,0.49838,0.0051633
1,1,1.0057,1,1,1,1,1,1,1,51.879,142.95,279.93,461.97,501.3,614.52,689.06,922.87,961.75,-0.54794,0.1401,0.43384,0.13499,-0.548,-0.43364,0.45715,0.00044513,-0.45531,0.43374,-0.32363,0.3714,-0.50738,0.3784,-0.32333,0.21526,0.0030538,0.00016976,0.012339,-0.21522,-7.1942e-06,-1.5034e-05,4.9709e-06,3.7147e-05,1.178e-05,0.0004848,0.00071153,4.8827e-05,-0.0027181,-0.00078779,-0.11073,-0.38666,0.50484,-0.37211,-0.11022,0.0038152,0.021499,-0.0059728,-0.02436,-0.0024518,0.0074075,0.49582,0.0043843,-0.49652,-0.0088795
