,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,38.864,120.19,273.47,513.86,528.03,547.46,748.36,785.17,1045.8,-0.60831,0.1411,0.52063,0.1121,-0.57134,-0.54125,0.51734,-6.6326e-05,-0.42523,0.50852,-0.38877,0.40454,-0.65985,0.34094,-0.36546,-0.72798,-0.0099587,0.00042325,-0.031705,0.68479,0.27003,0.44912,-0.22117,-0.76791,-0.29457,-0.21103,-0.28216,-0.01798,0.87887,0.32113,-0.15351,-0.48576,0.75579,-0.38559,-0.14344,-0.13761,-0.70029,0.23152,0.65584,0.083234,-0.013006,-0.77041,-0.009862,0.63717,0.014503
3,1,1,1,1,1,1,1,1,1,1,53.935,155.4,268.67,390.06,507.67,536.89,650.88,871.84,882.9,-0.5812,0.15659,0.5095,0.14878,-0.59662,-0.47256,0.52463,-5.9315e-05,-0.51573,0.48525,-0.35305,0.4267,-0.61377,0.4301,-0.36273,-0.69657,-0.011068,0.00041483,-0.042143,0.71616,0.21099,0.4076,-0.17701,-0.8335,-0.25156,-0.1588,-0.24662,-0.013858,0.9187,0.26411,-0.13716,-0.50411,0.69167,-0.47858,-0.14007,-0.10964,-0.64811,0.18896,0.72593,0.072485,-0.010332,-0.71084,-0.0080243,0.70312,0.012592
5,1,1,1,1,1,1,1,1,1,1,53.411,144.19,236.53,481.58,592.67,658.32,571.33,1002.9,1012.3,-0.57201,0.18121,0.50224,0.14921,-0.60453,-0.44461,0.58042,-5.5896e-05,-0.49446,0.47004,-0.3388,0.4815,-0.58994,0.4206,-0.35838,-0.68607,-0.012818,0.00040922,-0.042296,0.7262,0.20171,0.4582,-0.16949,-0.81199,-0.2476,-0.15425,-0.28168,-0.013482,0.90935,0.26412,-0.13026,-0.56295,0.65792,-0.46315,-0.13695,-0.10088,-0.70115,0.17412,0.68058,0.068659,-0.0093836,-0.75913,-0.0072994,0.65073,0.011774
7,1,1,1,1,1,1,1,1,1,1,41.96,161.31,307.33,577.94,473.85,502.08,547.08,774.61,778.99,-0.62308,0.14611,0.43954,0.14175,-0.61411,-0.50987,0.4927,-5.15e-05,-0.49454,0.5027,-0.40131,0.42218,-0.56142,0.4345,-0.39588,-0.71111,-0.0098349,0.00034078,-0.038235,0.70197,0.23623,0.39722,-0.15948,-0.82937,-0.27043,-0.17728,-0.23964,-0.01245,0.91151,0.2831,-0.16163,-0.51706,0.65589,-0.50121,-0.15848,-0.12459,-0.64103,0.17278,0.73311,0.079085,-0.011747,-0.70346,-0.0073416,0.71047,0.013746
9,1,1,1,1,1,1,1,1,1,1,49.581,162.56,300.76,486.06,473.62,615.49,615.38,971.71,1214,-0.64633,0.15186,0.48122,0.13174,-0.55701,-0.5395,0.52235,-5.7513e-05,-0.46881,0.46509,-0.40906,0.43118,-0.604,0.39679,-0.35284,-0.75646,-0.010483,0.00038262,-0.03644,0.65294,0.25614,0.43155,-0.18251,-0.80567,-0.25639,-0.19608,-0.26558,-0.014533,0.90324,0.27379,-0.16207,-0.51949,0.69414,-0.45026,-0.13895,-0.13151,-0.67798,0.1925,0.6933,0.072994,-0.012367,-0.74202,-0.0081574,0.67009,0.012653
11,1,1,1,1,1,1,1,1,1,1,52.295,149.67,292.03,516.41,573.2,691.43,746.34,1002.8,1003.4,-0.53485,0.16958,0.54813,0.12084,-0.60838,-0.4504,0.58846,-6.6091e-05,-0.43383,0.51249,-0.32265,0.45892,-0.65575,0.34691,-0.36733,-0.65922,-0.012327,0.00045896,-0.035199,0.75102,0.21805,0.49574,-0.21386,-0.76024,-0.28808,-0.17196,-0.31428,-0.017544,0.87802,0.31692,-0.12382,-0.53555,0.72996,-0.38129,-0.14012,-0.10652,-0.741,0.21461,0.62243,0.078034,-0.0099177,-0.803,-0.0090049,0.59568,0.013394
13,1,1,1,1,1,1,1,1,1,1,45.817,155.8,269.7,418.73,528.74,604.6,733.5,987.25,940.72,-0.57289,0.13498,0.49332,0.1423,-0.62447,-0.4849,0.47079,-5.9787e-05,-0.51349,0.52873,-0.36224,0.38287,-0.6186,0.42819,-0.3952,-0.67489,-0.0093779,0.0003948,-0.039618,0.7368,0.21911,0.37018,-0.18057,-0.83988,-0.27741,-0.16333,-0.22184,-0.014002,0.9169,0.28847,-0.14358,-0.4615,0.71124,-0.48611,-0.1557,-0.11757,-0.60774,0.19902,0.75526,0.082531,-0.011192,-0.67338,-0.0085383,0.73902,0.014484
15,1,1,1,1,1,1,1,1,1,1,39.686,146.17,301.98,508.2,474.14,461.31,664.88,892.74,910.52,-0.51878,0.17335,0.52,0.1952,-0.62635,-0.37992,0.52313,-5.4526e-05,-0.60947,0.45885,-0.29031,0.43518,-0.57708,0.51985,-0.35081,-0.63622,-0.012538,0.00043322,-0.056577,0.76933,0.15189,0.36393,-0.1457,-0.88198,-0.213,-0.1112,-0.2142,-0.011097,0.94568,0.21754,-0.10991,-0.50104,0.63377,-0.56372,-0.13202,-0.080598,-0.59088,0.15882,0.78435,0.062669,-0.0076048,-0.64892,-0.0067533,0.76071,0.010901
17,1,1,1,1,1,1,1,1,1,1,58.556,145.89,289.4,472.14,523.35,623.7,703.9,1040.2,860.32,-0.67986,0.13416,0.41822,0.10913,-0.57704,-0.59231,0.48163,-5.217e-05,-0.40535,0.50289,-0.46742,0.41377,-0.57022,0.35707,-0.39707,-0.76156,-0.008863,0.00031825,-0.028892,0.64739,0.30924,0.43756,-0.18205,-0.76605,-0.30485,-0.24007,-0.27309,-0.014702,0.87096,0.33015,-0.19511,-0.52523,0.69043,-0.4269,-0.16475,-0.16066,-0.69557,0.19429,0.66701,0.087819,-0.01514,-0.76292,-0.0082512,0.64608,0.015256
19,1,1,1,1,1,1,1,1,1,1,49.745,137.84,276.07,457.68,527.51,539.63,680.13,891.92,1140.2,-0.58579,0.13425,0.48576,0.15062,-0.61659,-0.48783,0.4607,-5.792e-05,-0.53474,0.51364,-0.36839,0.37876,-0.60581,0.45077,-0.3881,-0.68757,-0.0092936,0.00038733,-0.041782,0.72485,0.21532,0.35385,-0.17087,-0.85436,-0.26324,-0.15926,-0.2104,-0.013147,0.92544,0.2716,-0.14601,-0.45649,0.69648,-0.5117,-0.15289,-0.11654,-0.58603,0.18999,0.77502,0.079003,-0.011111,-0.65026,-0.0081626,0.75946,0.013885
