t,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
795,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
797,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
799,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
801,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
803,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
805,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
807,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
809,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
811,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
813,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
815,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
817,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
819,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
821,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
823,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
825,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
827,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
829,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
831,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
833,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
835,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
837,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
839,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
841,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
843,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
845,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
847,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
849,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
851,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
853,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
855,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
857,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
859,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
861,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
863,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
865,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
867,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
869,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
871,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
873,1,1,1,1,1,1,1,1,1,1,51.867,142.86,279.79,461.89,501.19,614.18,688.94,922.6,961.39,-0.54811,0.14032,0.43377,0.1349,-0.5479,-0.43372,0.45754,-4.9147e-05,-0.45509,0.4337,-0.32332,0.37131,-0.50743,0.37868,-0.32348,-0.21505,-0.0032469,0.00011562,-0.012509,0.2153,9.8776e-06,1.8132e-05,-7.481e-06,-3.7516e-05,-1.1468e-05,-0.0004844,-0.00071484,-3.8163e-05,0.0026944,0.00078455,-0.11085,-0.38714,0.50466,-0.37187,-0.11024,-0.0038073,-0.021385,0.0059233,0.024235,0.002451,-0.0075879,-0.49605,-0.0053202,0.49646,0.0090052
